,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0,620L200US25060,25060,1st Barnstable,17710,435,1054,267,695,185,827,197,804,182,1099,200,819,199,815,206,923,202,749,193,1630,266,1919,319,2272,255,1866,287,788,201,874,174,576,134
1,620L200US25061,25061,2nd Barnstable,17827,710,1426,374,1015,295,852,202,843,178,991,252,970,247,1033,253,1057,243,796,232,1419,254,2003,322,2133,315,1485,259,675,159,622,171,507,141
2,620L200US25062,25062,3rd Barnstable,17343,579,676,154,576,176,796,192,720,173,495,114,712,210,878,261,928,220,862,173,1432,250,2020,302,2716,339,1638,275,991,210,958,212,945,166
3,620L200US25063,25063,4th Barnstable,17888,484,697,164,827,212,882,219,956,222,637,185,906,201,655,164,880,193,914,206,1610,333,1808,296,2525,349,1534,207,717,151,1166,210,1174,191
4,620L200US25064,25064,"Barnstable, Dukes & Nantucket",15715,589,853,227,806,169,647,214,674,155,643,150,600,167,459,149,509,156,446,139,1046,225,1326,258,2692,388,1368,246,1166,246,1155,199,1325,194
5,620L200US25065,25065,1st Berkshire,14981,376,1187,209,1304,235,956,168,980,187,738,141,930,160,785,186,863,177,641,144,1034,165,1503,190,1722,188,1120,170,343,86,508,119,367,102
6,620L200US25066,25066,2nd Berkshire,16841,306,579,129,872,183,737,135,1012,164,839,165,858,146,775,164,906,153,605,128,1311,220,2175,228,2648,242,1300,144,887,156,717,130,620,107
7,620L200US25067,25067,3rd Berkshire,17416,407,1765,314,1491,251,1083,208,972,216,1013,229,1090,212,830,166,761,212,676,178,1614,239,2005,251,1627,230,1090,223,574,161,465,110,360,110
8,620L200US25068,25068,4th Berkshire,15325,400,852,168,660,162,948,195,685,146,761,174,736,175,715,158,768,168,655,159,1379,227,1539,248,2093,267,1316,169,733,167,757,167,728,148
9,620L200US25069,25069,1st Bristol,14014,430,324,102,326,121,366,121,592,194,291,110,547,192,389,117,517,180,534,167,784,165,1367,265,1733,293,1824,309,1186,217,1699,254,1535,221
10,620L200US25070,25070,2nd Bristol,15010,373,473,157,693,201,689,197,657,185,431,117,509,140,567,184,789,230,801,228,1482,294,1697,297,2018,268,1723,286,1067,228,967,193,447,120
11,620L200US25071,25071,3rd Bristol,14809,394,786,196,947,244,712,186,840,207,684,172,839,215,599,178,680,218,739,215,1349,295,1500,245,1973,311,1367,238,773,178,717,171,304,115
12,620L200US25072,25072,4th Bristol,14990,333,335,111,521,140,458,139,479,140,598,194,492,134,588,188,584,150,456,125,1063,225,1648,269,2054,259,1761,238,1894,268,1035,193,1024,216
13,620L200US25073,25073,5th Bristol,16322,447,846,216,831,210,833,221,742,166,529,174,629,154,664,195,764,218,828,191,1230,256,1433,253,2631,301,2130,306,824,168,936,229,472,134
14,620L200US25074,25074,6th Bristol,15130,400,1396,229,1210,233,814,189,811,157,786,214,755,169,610,181,604,158,562,169,1118,238,1623,264,1939,313,1189,205,798,161,569,138,346,105
15,620L200US25075,25075,7th Bristol,15906,416,2051,328,2135,363,1311,265,1202,297,1047,238,1083,210,1045,225,832,232,544,181,1000,234,1154,231,1240,244,763,222,170,79,214,130,115,81
16,620L200US25076,25076,8th Bristol,16198,440,1520,269,1152,255,1042,207,1042,221,994,222,677,195,924,212,607,207,471,142,1440,267,1678,240,2044,272,1099,208,569,124,470,143,469,153
