,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
10,620L300US25070,25070,2nd Bristol,14976,374,523,168,993,258,733,167,582,154,329,133,469,166,658,212,722,175,612,182,1483,290,1654,335,1926,262,1682,266,941,190,1090,232,579,169
11,620L300US25071,25071,3rd Bristol,16319,369,1056,235,1100,232,791,176,906,207,700,221,864,227,754,194,1019,246,895,234,1410,241,1521,283,1786,254,1545,240,720,156,743,171,509,135
12,620L300US25072,25072,4th Bristol,13992,371,343,140,294,109,473,132,445,151,506,114,385,106,465,196,457,182,566,149,827,182,1568,287,1903,290,1832,276,1473,225,1397,232,1058,197
13,620L300US25073,25073,5th Bristol,15696,421,864,209,823,206,761,196,568,132,501,176,643,201,480,131,776,200,711,191,1291,223,1518,267,2216,272,2066,276,1075,209,808,188,595,162
14,620L300US25074,25074,6th Bristol,18382,523,1907,291,1609,262,1326,244,1241,249,1119,211,1080,200,801,180,619,152,753,169,1503,230,1886,268,1893,284,1100,202,670,151,501,125,374,104
15,620L300US25075,25075,7th Bristol,17207,491,2487,345,2631,369,1562,307,1191,232,1256,271,1082,246,1018,231,878,192,629,172,844,178,1268,244,1234,203,629,203,139,85,263,140,96,67
16,620L300US25076,25076,8th Bristol,14889,436,730,167,850,203,813,205,646,136,630,152,694,148,582,162,470,156,499,123,989,202,1706,246,2137,348,1654,227,930,178,1057,173,502,135
17,620L300US25077,25077,9th Bristol,14882,467,986,249,1298,255,598,147,685,166,514,139,591,141,546,181,629,170,365,102,1108,234,1570,263,2043,252,1325,225,1133,222,923,179,568,143
18,620L300US25078,25078,10th Bristol,16085,402,1076,195,970,189,856,204,762,197,625,157,676,181,650,151,557,133,543,165,1163,220,1713,224,2189,263,1464,223,1098,204,1044,207,699,150
19,620L300US25079,25079,11th Bristol,15695,406,1329,200,1283,251,1307,206,926,185,867,166,755,171,873,209,684,181,743,183,1422,220,1439,223,1546,204,1147,195,685,159,444,129,245,89
20,620L300US25080,25080,12th Bristol,13469,443,599,188,409,137,241,96,472,127,370,119,489,171,472,155,219,85,586,168,857,182,1490,226,2183,302,1774,284,1364,231,1082,225,862,171
21,620L300US25081,25081,13th Bristol,17286,314,2085,229,1987,298,1313,194,1293,199,1342,214,852,206,844,173,661,166,807,204,1377,257,1276,222,1684,209,771,168,423,118,371,113,200,85
22,620L300US25082,25082,14th Bristol,14439,430,339,117,416,150,431,125,567,196,543,146,444,152,555,126,589,171,458,139,1169,248,1324,243,1898,314,1590,256,1285,210,1606,231,1225,178
23,620L300US25083,25083,1st Essex,17424,369,859,191,645,153,671,169,673,194,520,148,503,144,601,165,571,177,518,128,1126,214,1716,265,2615,349,1679,206,1385,191,1666,222,1676,225
24,620L300US25084,25084,2nd Essex,15643,360,243,91,399,143,337,115,411,145,349,113,569,148,438,123,347,101,436,134,1161,242,1093,226,2204,270,2022,273,1790,288,1961,281,1883,274
25,620L300US25085,25085,3rd Essex,16234,440,982,195,1106,227,718,181,1014,231,675,188,903,188,819,222,487,144,688,182,1342,218,1419,219,2025,305,1596,301,948,180,898,176,614,148
26,620L300US25086,25086,4th Essex,16077,380,446,157,593,162,519,166,425,132,441,118,579,160,543,172,523,183,297,137,827,208,1271,251,1851,250,1746,215,1546,247,1667,235,2803,276
27,620L300US25087,25087,5th Essex,16594,339,1014,198,703,158,738,152,749,177,643,182,758,187,883,174,525,129,594,161,1318,225,1646,222,2246,309,1659,243,908,190,1100,172,1110,156
28,620L300US25088,25088,6th Essex,15704,403,829,191,832,207,644,173,643,180,549,148,633,175,476,163,506,167,541,166,1013,217,1622,267,1979,315,1748,244,1057,197,1459,212,1173,201
29,620L300US25089,25089,7th Essex,18363,454,1377,237,1455,295,934,219,1129,249,742,204,742,161,669,196,606,161,750,183,1403,229,2075,281,2390,346,1484,241,1058,196,780,159,769,187
30,620L300US25090,25090,8th Essex,16463,334,786,179,670,184,468,139,442,130,421,157,610,167,597,163,444,124,393,98,1020,190,1488,314,2205,297,1740,263,1159,249,1485,246,2535,314
31,620L300US25091,25091,9th Essex,16153,422,730,223,577,165,414,166,434,139,822,187,440,133,428,146,650,181,353,92,821,187,1935,342,2459,368,1871,280,1298,215,1733,273,1188,208
32,620L300US25092,25092,10th Essex,13984,399,1167,213,966,166,797,156,827,195,754,165,663,199,860,192,643,176,483,150,1199,244,1113,215,1514,224,1258,261,713,167,669,172,358,132
33,620L300US25093,25093,11th Essex,15692,419,1874,253,1452,210,1003,195,1096,231,862,187,873,174,592,156,676,161,708,192,1055,179,1380,208,1586,230,1059,211,600,128,638,119,238,97
34,620L300US25094,25094,12th Essex,17164,480,862,216,751,198,978,233,617,192,711,209,864,190,779,214,777,169,755,206,1436,270,1611,288,2725,326,1472,248,1012,229,1203,229,611,169
35,620L300US25095,25095,13th Essex,15771,472,475,192,581,149,508,155,498,155,586,175,547,138,516,144,481,159,392,128,1030,201,1678,283,2338,339,1869,267,1573,272,1464,239,1235,217
36,620L300US25096,25096,14th Essex,16450,454,856,238,803,224,565,168,597,169,728,226,835,188,876,206,881,260,429,138,1189,265,1627,244,2111,293,1408,219,1033,209,1435,256,1077,196
37,620L300US25097,25097,15th Essex,16153,433,626,174,725,167,814,170,575,148,587,178,765,227,447,145,439,130,617,195,984,186,1791,260,2606,366,1811,229,1484,273,1218,209,664,129
38,620L300US25098,25098,16th Essex,14252,498,1820,294,1703,259,1313,245,1039,210,858,204,1038,227,681,193,477,135,776,182,745,156,1273,256,1330,229,575,148,285,108,235,108,104,56
39,620L300US25099,25099,17th Essex,14802,444,1629,213,1352,242,1257,237,781,197,588,149,762,150,476,143,483,154,585,192,816,194,1268,262,1669,308,858,190,767,173,615,147,896,192
40,620L300US25100,25100,1st Franklin,17498,283,769,156,910,184,839,134,786,115,742,149,846,176,1075,209,755,125,697,135,1348,167,1763,190,2912,251,1399,142,1178,158,834,159,645,120
41,620L300US25101,25101,2nd Franklin,16403,366,982,232,1075,221,990,244,1086,227,637,168,565,125,811,155,765,176,609,133,1451,202,1873,237,2168,248,1636,253,988,182,494,118,273,94
42,620L300US25102,25102,1st Hampden,16783,413,829,218,886,253,825,221,842,218,733,174,1109,250,739,179,729,153,520,138,1482,233,1501,238,2181,260,1536,227,969,174,1255,202,647,159
43,620L300US25103,25103,2nd Hampden,15130,386,540,165,331,92,566,158,508,143,556,148,391,123,516,129,348,106,438,128,1084,172,1470,211,2060,286,1671,230,1463,238,1586,266,1602,246
44,620L300US25104,25104,3rd Hampden,15727,332,684,168,682,170,840,207,728,199,573,141,576,166,633,155,446,110,800,218,1138,217,1559,281,2645,331,1683,260,1145,224,1065,198,530,153
45,620L300US25105,25105,4th Hampden,15028,458,733,201,828,166,1006,215,657,172,782,204,643,170,614,171,459,160,551,145,1301,265,1208,216,2349,371,1354,259,992,178,849,167,702,131
46,620L300US25106,25106,5th Hampden,15846,462,2405,290,2012,350,1458,283,1002,223,753,172,643,150,713,165,687,210,669,168,1002,180,1218,254,1442,228,858,174,321,107,411,144,252,92
47,620L300US25107,25107,6th Hampden,16155,463,1094,219,1112,213,1111,234,1146,241,837,181,796,169,782,192,503,131,877,212,1208,228,1880,353,1845,298,1350,204,683,175,590,155,341,102
48,620L300US25108,25108,7th Hampden,16536,420,813,192,718,176,989,264,670,199,962,225,787,195,639,182,709,184,721,157,1259,207,1570,247,2263,259,2036,265,1026,245,939,218,435,122
49,620L300US25109,25109,8th Hampden,16587,484,1094,216,959,207,1196,235,715,157,774,178,1183,261,896,206,1095,216,770,169,1586,225,1745,273,2243,313,1323,250,618,171,273,106,117,63
50,620L300US25110,25110,9th Hampden,15891,494,1561,271,1314,193,1260,270,823,222,745,189,849,198,672,166,826,227,686,163,1246,260,1462,250,2238,292,1043,189,521,135,409,121,236,93
51,620L300US25111,25111,10th Hampden,16040,505,3668,356,2639,318,1767,239,1534,254,952,204,995,211,736,187,641,186,351,131,654,202,737,192,605,185,349,107,161,67,106,68,145,72
52,620L300US25112,25112,11th Hampden,13537,474,2180,313,1219,197,1165,241,740,207,735,197,986,202,729,207,868,194,527,164,864,188,1279,240,1352,236,506,178,151,77,104,61,132,52
53,620L300US25113,25113,12th Hampden,15328,429,711,153,834,223,499,134,541,135,724,162,521,149,614,164,609,157,380,150,1040,204,1766,280,2273,271,1674,250,1142,209,1205,234,795,180
54,620L300US25114,25114,18th Essex,14210,319,251,91,159,70,281,108,304,108,325,105,287,110,263,102,232,81,177,75,495,131,885,197,1621,229,1721,248,1275,164,2500,302,3434,247
55,620L300US25115,25115,1st Hampshire,16360,389,855,203,941,204,661,130,744,156,588,158,943,186,536,163,744,149,646,197,1204,188,1730,243,1975,275,1742,251,1104,208,1077,168,870,160
56,620L300US25116,25116,2nd Hampshire,17696,357,644,178,1024,247,727,197,734,191,692,184,720,188,763,247,852,205,773,215,1487,244,2060,325,3135,358,1757,290,990,194,729,152,609,156
57,620L300US25117,25117,3rd Hampshire,10514,550,976,217,716,196,598,169,429,118,603,158,445,147,352,143,378,125,284,105,664,188,935,185,1123,195,894,188,656,152,659,146,802,181
58,620L300US25118,25118,1st Middlesex,15239,341,489,143,481,158,458,152,391,125,373,118,439,106,453,185,403,123,381,98,890,223,1578,260,2185,236,1942,268,1467,214,1856,257,1453,198
59,620L300US25119,25119,2nd Middlesex,15077,296,322,112,210,74,359,104,298,103,172,66,384,103,183,77,360,125,252,100,651,146,1086,195,1809,273,1981,227,1647,218,2568,267,2795,273
60,620L300US25120,25120,3rd Middlesex,16076,361,557,183,605,161,575,169,744,211,574,169,486,127,621,200,494,159,397,123,916,197,1363,257,2020,294,1837,252,1228,198,1836,287,1823,213
61,620L300US25121,25121,4th Middlesex,16897,475,518,176,589,210,661,178,621,170,787,205,573,202,467,165,1143,286,364,119,873,195,1794,311,2213,241,1968,298,1682,269,1373,233,1271,219
62,620L300US25122,25122,5th Middlesex,16855,390,534,158,462,118,423,122,450,129,380,105,581,155,607,191,402,148,466,152,1058,211,1353,199,1679,253,2210,300,1451,211,2068,243,2731,249
63,620L300US25123,25123,6th Middlesex,16206,508,577,203,537,166,632,174,455,156,549,188,580,179,453,125,602,237,406,122,1168,220,1344,216,2290,321,1931,293,1298,220,2062,276,1322,225
64,620L300US25124,25124,7th Middlesex,15536,378,1186,214,949,254,702,171,696,201,929,222,578,182,474,146,442,162,643,194,788,217,1561,335,1637,267,1370,246,1085,239,1212,222,1284,224
65,620L300US25125,25125,8th Middlesex,14656,286,330,108,196,97,474,182,463,143,213,78,296,102,247,82,315,97,236,86,578,171,798,175,1616,214,1678,232,1710,252,2188,303,3318,276
66,620L300US25126,25126,9th Middlesex,16635,430,494,161,557,172,655,174,413,135,485,148,601,147,511,138,672,189,649,196,790,167,1280,195,2409,318,1865,250,1340,208,1825,270,2089,253
67,620L300US25127,25127,10th Middlesex,14983,483,1053,250,732,196,593,217,716,208,447,153,403,160,366,162,694,195,451,144,963,271,1459,279,2444,329,1374,207,1199,219,1283,259,806,182
68,620L300US25128,25128,11th Middlesex,14888,313,407,125,458,162,321,111,377,122,566,189,264,97,267,88,387,117,459,141,618,153,831,153,1549,214,1334,204,1504,238,1623,239,3923,273
69,620L300US25129,25129,12th Middlesex,14205,308,631,166,308,123,351,114,353,122,242,80,415,110,229,91,129,58,145,70,645,132,720,185,1393,218,1425,198,854,188,1660,203,4705,345
70,620L300US25130,25130,13th Middlesex,15552,396,455,137,328,107,534,191,466,163,331,142,226,90,431,156,472,184,318,170,828,229,1067,209,1551,263,1403,239,1189,205,2239,312,3714,311
71,620L300US25131,25131,14th Middlesex,15608,372,606,198,492,161,246,91,525,146,359,130,281,129,329,127,383,105,312,111,731,202,868,185,1566,217,1533,277,1547,247,2049,284,3781,268
72,620L300US25132,25132,15th Middlesex,15991,310,533,146,359,124,455,156,252,84,340,113,550,158,452,140,322,106,425,145,716,180,633,152,1566,245,1674,252,1546,227,2138,235,4030,299
73,620L300US25133,25133,16th Middlesex,15907,365,1084,242,929,217,613,172,904,203,774,215,730,225,513,183,687,212,560,180,1381,258,1522,249,2331,306,1269,235,1054,240,1237,224,319,115
74,620L300US25134,25134,17th Middlesex,15977,429,1333,236,1321,263,656,159,800,173,696,174,672,181,734,187,830,174,649,163,1395,245,1659,310,1847,280,1161,230,745,164,1008,213,471,148
75,620L300US25135,25135,18th Middlesex,13528,419,1318,234,1134,219,937,201,742,195,657,149,784,221,470,155,481,154,751,204,1266,233,1511,233,1570,272,726,162,509,157,348,97,324,110
76,620L300US25136,25136,19th Middlesex,14372,325,348,109,340,129,539,159,412,96,357,107,441,126,365,117,509,151,338,98,779,224,1334,277,2232,369,1947,270,1531,216,1758,286,1142,226
77,620L300US25137,25137,20th Middlesex,14812,395,330,130,344,110,346,117,360,110,340,168,448,169,297,114,248,91,277,116,642,183,785,154,2112,293,1843,241,1629,257,2230,268,2581,307
78,620L300US25138,25138,21st Middlesex,15380,394,408,135,355,133,275,100,422,128,365,128,353,121,525,147,332,122,535,186,1100,254,1172,239,1873,262,1934,279,1565,230,2083,261,2083,249
79,620L300US25139,25139,22nd Middlesex,14276,397,221,102,332,120,401,141,481,141,429,139,505,138,389,161,442,166,377,112,1109,234,1304,217,2286,268,2185,259,1586,240,1471,253,758,169
80,620L300US25140,25140,23rd Middlesex,18338,429,620,188,773,192,522,160,746,193,638,192,619,162,474,149,747,169,353,114,766,188,1667,258,2747,382,2059,260,1583,232,1828,288,2196,300
81,620L300US25141,25141,24th Middlesex,16184,358,686,188,420,177,408,121,563,136,420,143,537,144,455,158,364,108,320,87,776,183,1141,168,1999,293,1640,241,1413,214,2158,252,2884,274
82,620L300US25142,25142,25th Middlesex,16583,491,1322,228,679,179,478,138,384,123,340,122,652,188,514,137,710,206,646,147,1174,200,1523,247,1884,225,1631,218,982,184,1520,250,2144,272
83,620L300US25143,25143,26th Middlesex,18222,505,1548,273,1522,264,979,200,738,164,565,147,629,134,680,177,724,161,576,133,1121,234,1442,220,2582,311,1771,253,832,164,1221,206,1292,195
84,620L300US25144,25144,27th Middlesex,16876,416,740,194,488,154,491,153,504,170,504,162,491,164,544,169,833,200,612,191,1396,257,1785,275,2535,308,2108,279,1231,264,1553,257,1061,194
85,620L300US25145,25145,28th Middlesex,15298,487,1031,263,823,219,987,206,900,255,673,228,1019,301,924,243,722,223,657,185,1262,235,1621,276,1914,328,1178,228,659,170,610,170,318,134
86,620L300US25146,25146,29th Middlesex,18729,443,874,216,560,161,585,160,621,168,627,213,370,120,389,148,518,164,453,123,1150,217,1905,280,2915,327,2173,300,1669,284,1687,234,2233,290
87,620L300US25147,25147,30th Middlesex,15622,466,432,131,546,165,601,177,566,137,531,166,683,187,547,154,559,134,491,191,1125,240,1515,242,2016,283,1784,260,1681,284,1590,251,955,189
88,620L300US25148,25148,31st Middlesex,16401,309,426,91,504,152,417,113,514,145,481,155,572,155,420,136,569,162,284,88,997,204,1329,240,1864,238,1753,209,1320,253,2079,279,2872,275
89,620L300US25149,25149,32nd Middlesex,16997,428,739,198,477,154,514,153,499,168,488,180,449,147,475,145,630,178,510,160,1182,246,1573,294,2395,305,2082,289,1581,257,2092,262,1311,249
90,620L300US25150,25150,33rd Middlesex,16391,509,1521,325,981,262,1105,279,900,243,827,219,605,150,708,203,708,230,789,222,1199,323,1612,310,2007,324,1402,283,887,231,648,185,492,139
91,620L300US25151,25151,34th Middlesex,16718,417,1202,248,843,203,734,199,589,189,801,198,653,166,455,139,535,181,612,142,1494,252,1263,221,2453,292,1912,299,1253,208,1189,182,730,180
92,620L300US25152,25152,35th Middlesex,15619,406,886,234,727,175,467,162,700,184,547,178,876,216,476,154,530,167,479,162,1500,300,1581,259,1927,269,1609,235,1168,224,1519,297,627,177
93,620L300US25153,25153,36th Middlesex,15191,373,503,173,448,151,515,146,428,144,652,195,462,126,412,172,516,176,431,141,958,214,1747,259,2081,326,2202,287,1445,288,1306,200,1085,200
94,620L300US25154,25154,37th Middlesex,15068,579,364,132,456,150,374,121,519,161,361,144,406,116,528,158,316,114,521,156,871,231,1250,238,1848,263,1813,284,1106,192,1866,256,2469,228
95,620L300US25155,25155,18th Worcester,15732,383,668,152,631,208,856,202,766,188,625,159,677,207,616,188,592,157,506,158,1161,199,1465,249,1987,321,1798,268,1100,237,1454,239,830,184
96,620L300US25156,25156,5th Barnstable,14898,522,489,117,365,121,331,99,478,160,556,179,517,168,539,169,571,179,515,161,1192,271,1653,283,2210,286,2000,271,1500,253,1262,251,720,153
97,620L300US25157,25157,1st Norfolk,17069,462,1025,237,639,165,825,233,717,210,577,188,844,255,630,159,743,176,699,213,1362,311,1658,298,2312,323,1729,299,1061,246,1398,243,850,202
98,620L300US25158,25158,2nd Norfolk,17183,494,1044,205,895,235,755,196,643,178,679,186,618,186,580,162,660,192,683,184,1448,313,2033,322,2544,325,1587,269,1134,244,1255,251,625,166
99,620L300US25159,25159,3rd Norfolk,17285,442,966,203,1010,203,808,174,815,239,988,257,912,222,559,170,703,192,547,168,1093,218,1940,255,1998,298,1743,232,1207,222,1318,227,678,204
100,620L300US25160,25160,4th Norfolk,18085,455,822,175,712,186,555,153,434,107,746,230,1069,260,756,189,798,199,792,183,1426,277,1850,235,2557,368,2048,246,1324,247,1333,239,863,171
101,620L300US25161,25161,5th Norfolk,15612,390,704,201,547,192,353,99,662,171,516,151,689,190,545,165,376,126,486,170,1242,240,1408,239,2385,336,1896,256,1445,236,1290,213,1068,175
102,620L300US25162,25162,6th Norfolk,15550,392,585,151,691,185,631,162,423,131,476,164,417,123,600,174,511,135,664,188,1315,216,1177,203,2342,311,1829,255,1089,217,1483,258,1317,205
103,620L300US25163,25163,7th Norfolk,13892,384,574,173,685,210,437,135,440,173,578,166,465,142,469,169,594,188,304,116,774,211,1123,239,1475,291,1436,247,997,199,1527,232,2014,296
104,620L300US25164,25164,8th Norfolk,14992,397,298,107,501,158,493,145,365,91,437,162,328,131,329,126,259,105,369,117,804,162,1124,200,1858,269,1792,247,1665,223,1922,279,2448,273
105,620L300US25165,25165,9th Norfolk,14458,330,486,138,285,93,463,147,387,161,299,103,220,77,293,109,462,157,288,101,806,192,1086,217,1660,237,1781,245,1321,220,2150,269,2471,237
106,620L300US25166,25166,10th Norfolk,14508,293,520,154,461,154,393,147,351,148,232,96,414,131,342,116,404,155,428,163,543,151,1275,237,2037,291,1667,213,1606,251,1882,263,1953,255
107,620L300US25167,25167,11th Norfolk,16037,328,537,136,548,164,565,158,468,155,325,114,413,136,435,110,495,132,579,162,823,192,1243,229,1795,235,1784,242,1391,178,1886,235,2750,286
108,620L300US25168,25168,12th Norfolk,15708,372,452,136,553,179,533,156,478,138,511,142,741,212,507,192,602,153,442,112,1072,214,1548,260,2245,283,1904,279,1162,187,1545,270,1413,206
109,620L300US25169,25169,13th Norfolk,14604,319,583,133,237,110,296,99,182,81,246,86,217,95,242,104,210,88,339,111,539,136,815,208,1527,251,1539,221,1099,185,1824,273,4709,315
110,620L300US25170,25170,14th Norfolk,13688,391,262,76,186,68,228,62,479,154,176,73,156,65,196,77,158,56,147,61,391,127,737,150,962,177,1053,168,989,192,1685,204,5883,331
111,620L300US25171,25171,15th Norfolk,17826,466,1829,275,849,239,469,144,545,191,464,158,420,171,402,162,470,132,537,170,1047,259,967,173,1575,287,1891,236,1152,229,1713,269,3496,337
112,620L300US25172,25172,1st Plymouth,16145,406,535,153,605,178,610,155,436,137,411,131,702,169,557,146,447,109,640,179,1241,245,1522,229,2400,308,1758,237,1428,231,1673,246,1180,221
113,620L300US25173,25173,2nd Plymouth,16044,465,961,225,752,251,607,157,613,175,586,179,523,148,810,218,537,172,690,190,1160,240,1674,318,2924,399,1524,309,1175,198,980,216,528,142
114,620L300US25174,25174,3rd Plymouth,15220,344,470,169,423,129,354,111,532,126,292,106,520,151,787,188,378,121,352,102,732,183,1072,196,1775,268,1665,274,1194,185,1574,238,3100,319
115,620L300US25175,25175,4th Plymouth,15444,363,412,136,340,144,394,112,468,175,411,113,504,172,501,135,390,125,433,122,1105,253,1534,238,1730,281,1968,341,1322,207,1666,258,2266,283
116,620L300US25176,25176,5th Plymouth,14927,377,262,96,429,137,463,172,460,166,478,156,800,227,654,205,409,133,416,158,896,198,1335,260,2151,352,1766,273,1117,192,1546,248,1745,223
117,620L300US25177,25177,6th Plymouth,14156,343,319,94,317,111,408,134,351,105,192,80,493,145,448,156,306,144,311,119,776,173,1268,184,2132,294,1857,269,1546,225,1626,219,1806,226
118,620L300US25178,25178,7th Plymouth,14863,326,475,134,627,163,371,114,459,151,494,163,410,120,362,108,576,166,641,161,1196,235,1588,231,2277,327,2223,289,1146,173,1258,222,760,152
119,620L300US25179,25179,8th Plymouth,12351,412,315,132,424,158,443,165,332,112,463,168,439,136,267,112,421,145,377,149,741,176,1238,228,1712,277,1554,232,1373,217,1288,200,964,215
120,620L300US25180,25180,9th Plymouth,13545,477,1653,300,1268,250,725,181,813,227,844,202,934,215,679,212,567,150,615,194,1261,212,1189,236,1240,226,741,179,527,147,328,109,161,85
121,620L300US25181,25181,10th Plymouth,14186,407,565,155,932,183,756,184,591,160,474,140,629,167,404,129,561,141,525,171,1063,198,1715,280,2338,296,1549,231,861,173,804,195,419,112
122,620L300US25182,25182,11th Plymouth,15186,405,763,162,574,159,568,174,714,168,557,189,572,155,585,141,786,172,480,135,1003,199,1566,262,2301,277,1354,214,1018,188,1358,194,987,138
123,620L300US25183,25183,12th Plymouth,15287,388,548,133,452,155,538,178,725,177,613,172,605,165,446,117,613,203,592,186,983,210,1380,254,2347,323,1931,274,1085,207,1393,274,1036,199
124,620L300US25184,25184,1st Suffolk,15334,317,1469,241,832,149,854,206,1021,201,879,205,743,205,669,179,751,195,634,170,1116,208,1697,276,1868,264,1441,248,639,168,424,136,297,117
125,620L300US25185,25185,2nd Suffolk,16761,496,1907,329,1469,270,727,191,742,158,569,140,556,167,404,135,515,163,571,151,1154,244,1368,258,1754,264,1430,256,929,187,1007,173,1659,266
126,620L300US25186,25186,3rd Suffolk,20561,521,2157,288,1162,217,861,221,942,230,415,142,555,168,564,175,535,168,598,173,1060,220,1383,279,2014,286,1709,259,1331,233,1527,236,3748,427
127,620L300US25187,25187,4th Suffolk,18457,416,1861,254,1270,215,809,187,517,157,687,172,610,184,540,162,547,176,540,139,1263,214,1430,226,2073,285,1616,260,1410,251,1612,247,1672,284
128,620L300US25188,25188,5th Suffolk,12842,321,1833,281,1037,185,898,162,722,154,748,164,797,175,594,158,438,121,560,143,1138,213,947,167,1471,233,786,175,354,100,334,104,185,73
129,620L300US25189,25189,6th Suffolk,14229,428,1895,303,1268,270,966,233,591,174,687,166,681,173,487,136,854,222,570,147,1082,213,1276,242,1432,248,975,244,599,151,528,164,338,119
130,620L300US25190,25190,7th Suffolk,12332,457,3057,319,1576,216,821,189,583,158,587,150,451,144,521,165,440,146,432,141,877,170,1100,226,760,184,515,148,262,114,159,75,191,80
131,620L300US25191,25191,8th Suffolk,20306,463,1612,233,992,221,609,188,466,116,498,149,513,150,660,171,473,146,501,148,1008,182,1853,287,2772,364,1929,293,1431,260,1654,243,3335,310
