10th Bristol,180332.99
10th Essex,52079.12
10th Hampden,49587.51
10th Middlesex,647107.1599999999
10th Norfolk,70922.36
10th Plymouth,148759.33000000002
10th Suffolk,1115232.04
10th Worcester,104508.70999999999
11th Bristol,25130.38
11th Essex,64579.12
11th Hampden,49587.51
11th Middlesex,299227.76
11th Norfolk,340830.25
11th Plymouth,145129.33
11th Suffolk,969078.29
11th Worcester,582656.93
12th Bristol,75340.66
12th Essex,42045.97
12th Hampden,158911.16
12th Middlesex,299227.76
12th Norfolk,643287.32
12th Plymouth,217057.93
12th Suffolk,1207642.02
12th Worcester,43459.0
13th Bristol,22630.38
13th Essex,199669.77
13th Middlesex,254230.42
13th Norfolk,401984.74
13th Suffolk,1173127.41
13th Worcester,308848.75
14th Bristol,39680.42
14th Essex,56843.7
14th Middlesex,420752.79000000004
14th Norfolk,897739.9
14th Suffolk,969078.29
14th Worcester,329147.75
15th Essex,21443.66
15th Middlesex,451816.72
15th Norfolk,146153.75
15th Suffolk,1115232.04
15th Worcester,308848.75
16th Essex,10300.79
16th Middlesex,150255.47
16th Suffolk,72894.79000000001
16th Worcester,308848.75
17th Essex,191884.83000000002
17th Middlesex,150255.47
17th Suffolk,969078.29
17th Worcester,319348.75
18th Essex,207514.62
18th Middlesex,48477.21000000001
18th Suffolk,1115232.04
18th Worcester,77663.32
19th Middlesex,123615.95000000001
19th Suffolk,153938.47
1st Barnstable,126086.4
1st Berkshire,85069.51
1st Bristol,74992.06
1st Essex,257691.43
1st Franklin,20018.43
1st Hampden,61231.5
1st Hampshire,23047.18
1st Middlesex,192562.27
1st Norfolk,239922.57
1st Plymouth,41240.0
1st Suffolk,969078.29
1st Worcester,160738.06
20th Middlesex,162775.0
21st Middlesex,239890.95
22nd Middlesex,25144.0
23rd Middlesex,72914.61
24th Middlesex,476827.83999999997
25th Middlesex,217362.07
26th Middlesex,344881.56999999995
27th Middlesex,127519.5
28th Middlesex,83201.07
29th Middlesex,366382.03
2nd Barnstable,94082.34
2nd Berkshire,122645.26
2nd Bristol,16628.25
2nd Essex,52986.270000000004
2nd Franklin,57927.81
2nd Hampden,198114.94
2nd Hampshire,44667.66
2nd Norfolk,204049.12
2nd Plymouth,17798.12
2nd Suffolk,984326.01
2nd Worcester,34275.17
30th Middlesex,186091.72
31st Middlesex,619677.73
32nd Middlesex,215555.12
33rd Middlesex,50906.630000000005
34th Middlesex,162501.33000000002
35th Middlesex,85888.47
36th Middlesex,21175.0
37th Middlesex,108636.74
3rd Barnstable,42638.44
3rd Berkshire,56345.71
3rd Bristol,66100.26999999999
3rd Essex,5775.0
3rd Hampden,64063.71
3rd Hampshire,19300.0
3rd Middlesex,58297.0
3rd Norfolk,228585.68
3rd Plymouth,320557.89
3rd Suffolk,969078.29
3rd Worcester,17204.5
4th Barnstable,351773.36
4th Berkshire,203612.3
4th Bristol,42467.0
4th Essex,86250.0
4th Hampden,82011.64
4th Middlesex,66163.75
4th Norfolk,22286.56
4th Plymouth,160326.38
4th Suffolk,969078.29
4th Worcester,33000.0
5th Barnstable,87824.44
5th Bristol,81090.03
5th Essex,79277.0
5th Hampden,18845.33
5th Middlesex,151042.35
5th Norfolk,326382.26
5th Plymouth,138938.83000000002
5th Suffolk,969078.29
5th Worcester,17586.5
6th Bristol,62293.25
6th Essex,125545.93
6th Hampden,698115.58
6th Middlesex,26333.34
6th Norfolk,534815.0
6th Plymouth,81600.33
6th Suffolk,969078.29
6th Worcester,15984.97
7th Bristol,61793.25
7th Essex,114362.78
7th Hampden,94754.67
7th Middlesex,40633.34
7th Norfolk,274437.18
7th Plymouth,49199.75
7th Suffolk,969078.29
7th Worcester,154544.0
8th Bristol,142173.63
8th Essex,308681.5
8th Hampden,13687.5
8th Middlesex,332116.86
8th Norfolk,559052.04
8th Plymouth,54230.28
8th Suffolk,1186440.3599999999
8th Worcester,54206.32
9th Bristol,146653.66999999998
9th Essex,138352.51
9th Hampden,63275.01
9th Middlesex,259859.45
9th Norfolk,114721.5
9th Plymouth,135759.33
9th Suffolk,969078.29
9th Worcester,31960.08
"Barnstable, Dukes and Nantucket",66434.76999999999
