,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
21,620L300US25081,25081,13th Bristol,17402,394,2017,280,1845,263,1372,250,1225,228,1059,196,1003,223,981,203,649,132,901,189,1360,276,1271,224,1893,240,659,160,538,175,410,117,219,91
22,620L300US25082,25082,14th Bristol,14311,405,291,90,477,160,357,106,535,167,595,178,439,142,519,139,459,117,433,135,1251,263,1257,201,2132,293,1687,255,1079,209,1692,269,1108,179
23,620L300US25083,25083,1st Essex,17601,419,750,177,685,169,629,159,582,149,462,140,500,162,680,201,580,172,613,134,1044,206,1661,237,2685,353,1746,237,1678,213,1639,243,1667,233
24,620L300US25084,25084,2nd Essex,15547,368,277,109,501,172,381,124,405,125,332,106,524,112,365,109,380,112,388,115,1117,219,1309,209,2143,244,2040,269,1557,268,1823,278,2005,263
25,620L300US25085,25085,3rd Essex,16382,374,1256,223,1112,199,705,177,922,191,639,187,796,201,814,214,721,171,503,131,1477,254,1546,287,2174,305,1455,234,871,176,861,189,530,162
26,620L300US25086,25086,4th Essex,15765,335,415,131,543,142,541,142,349,123,409,135,546,137,576,146,377,139,383,127,744,155,1290,212,1830,291,1768,271,1589,249,1628,285,2777,304
27,620L300US25087,25087,5th Essex,16649,416,927,207,594,150,729,158,707,171,733,181,700,162,861,187,594,136,590,181,1393,249,1564,250,2429,264,1652,237,969,217,1023,178,1184,212
28,620L300US25088,25088,6th Essex,15406,451,907,237,864,213,599,166,532,158,520,155,492,130,408,143,534,149,645,184,1122,227,1641,266,1968,287,1476,268,1056,193,1354,222,1288,198
29,620L300US25089,25089,7th Essex,17844,459,1152,232,1345,282,769,207,1113,250,878,199,795,203,661,181,718,203,725,189,1255,227,1957,267,2439,310,1470,234,1043,181,800,174,724,168
30,620L300US25090,25090,8th Essex,16466,365,884,210,750,209,484,147,471,141,546,176,538,161,531,162,413,132,323,96,983,200,1374,264,2016,266,1945,306,1035,226,1446,215,2727,303
31,620L300US25091,25091,9th Essex,15954,456,843,226,575,171,507,177,532,167,618,165,394,124,506,167,508,160,377,119,849,187,1917,295,2319,269,1702,280,1446,259,1824,236,1037,211
32,620L300US25092,25092,10th Essex,14067,450,1417,273,1010,200,791,178,785,210,804,189,695,147,864,207,632,160,628,169,1252,259,1110,224,1518,260,1035,223,676,174,570,159,280,110
33,620L300US25093,25093,11th Essex,15917,395,1856,248,1485,217,918,158,1141,229,926,177,841,156,623,158,835,199,734,159,1024,189,1270,218,1734,261,1133,199,629,147,520,128,248,83
34,620L300US25094,25094,12th Essex,17119,358,998,227,762,173,901,206,521,147,940,250,612,172,739,205,724,171,712,174,1360,222,1803,268,2676,300,1422,248,1081,205,1171,213,697,178
35,620L300US25095,25095,13th Essex,15929,455,392,118,606,171,468,159,508,161,744,171,486,149,583,154,432,135,405,143,1111,225,1626,258,2549,303,1808,246,1522,234,1598,258,1091,214
36,620L300US25096,25096,14th Essex,16325,434,720,176,843,203,624,165,520,144,680,225,897,213,751,183,760,226,587,152,1318,270,1605,220,2235,317,1469,233,1035,202,1259,205,1022,174
37,620L300US25097,25097,15th Essex,16045,471,601,141,602,187,867,213,587,149,575,165,747,178,477,105,597,166,688,167,942,184,1801,255,2526,308,1938,228,1337,205,1074,179,686,158
38,620L300US25098,25098,16th Essex,14124,436,2013,278,1622,283,1390,235,947,209,953,206,927,219,463,117,571,167,849,202,796,156,1185,248,1166,238,557,152,340,139,189,88,156,75
39,620L300US25099,25099,17th Essex,15033,466,1870,308,1339,226,1153,251,844,212,676,150,809,187,441,130,509,162,565,158,787,172,1257,245,1616,299,1097,234,544,131,661,174,865,198
40,620L300US25100,25100,1st Franklin,17513,331,722,157,868,173,789,151,813,133,753,176,813,144,945,185,881,147,818,149,1345,182,1896,208,2719,212,1626,181,1092,160,722,119,711,164
41,620L300US25101,25101,2nd Franklin,16143,398,997,209,1047,191,871,196,912,186,671,162,673,151,719,151,756,171,708,149,1433,232,1855,238,2260,286,1607,255,992,217,436,108,206,69
42,620L300US25102,25102,1st Hampden,16966,402,1020,269,817,225,713,196,877,216,795,192,989,232,873,173,653,153,480,121,1456,243,1566,233,2271,378,1663,264,933,184,1119,188,741,165
43,620L300US25103,25103,2nd Hampden,15169,343,563,144,396,116,486,130,563,162,436,112,551,155,481,133,402,141,434,118,1027,192,1526,251,1931,241,1788,258,1475,243,1484,230,1626,244
44,620L300US25104,25104,3rd Hampden,15682,351,666,183,581,168,692,183,487,131,612,162,602,161,690,174,598,160,732,177,1189,206,1707,266,2795,349,1728,242,1164,245,983,178,456,128
45,620L300US25105,25105,4th Hampden,15237,405,899,198,936,216,950,234,784,186,803,228,581,147,740,186,495,149,552,133,1262,235,1440,261,2096,272,1435,236,829,151,764,152,671,160
46,620L300US25106,25106,5th Hampden,16032,440,2427,306,1998,272,1246,245,1015,187,646,150,689,213,660,189,881,194,649,177,1268,234,1290,222,1443,272,742,175,472,157,380,128,226,100
47,620L300US25107,25107,6th Hampden,16061,507,1146,280,1265,246,1029,269,1072,238,823,207,756,194,705,202,605,147,808,190,1175,217,1981,305,1883,250,1173,195,808,167,435,120,397,92
48,620L300US25108,25108,7th Hampden,16392,404,764,162,728,176,940,225,642,170,888,214,751,187,667,160,724,140,672,184,1383,210,1622,273,2385,292,1888,292,930,191,902,184,506,135
49,620L300US25109,25109,8th Hampden,16795,485,1092,210,1050,168,1156,245,883,223,758,222,986,235,994,258,970,198,693,187,1776,257,1910,317,2222,300,1298,254,598,162,296,107,113,65
50,620L300US25110,25110,9th Hampden,15615,517,1413,235,1343,220,1127,220,876,211,771,182,820,165,724,200,830,202,744,179,1271,222,1855,309,1921,263,907,191,388,111,417,113,208,83
51,620L300US25111,25111,10th Hampden,15925,490,3649,353,2636,301,1704,250,1245,263,1028,209,823,212,721,198,706,201,432,131,574,163,838,221,766,182,353,124,205,90,118,79,127,76
52,620L300US25112,25112,11th Hampden,13495,469,2123,320,1175,208,1113,226,843,220,773,186,844,183,695,122,857,211,448,153,872,183,1427,245,1295,222,510,153,276,105,142,86,102,54
53,620L300US25113,25113,12th Hampden,15118,433,718,182,652,177,612,169,564,152,648,171,573,174,521,128,566,150,346,103,1046,210,1844,244,2399,307,1653,299,1001,188,1126,249,849,192
54,620L300US25114,25114,18th Essex,14017,279,171,64,135,73,261,84,271,111,316,108,229,101,245,102,228,81,208,73,468,129,848,201,1518,179,1734,224,1344,202,2515,257,3526,299
55,620L300US25115,25115,1st Hampshire,16546,368,1090,254,985,201,632,153,639,177,647,146,940,180,565,147,727,152,733,192,1214,207,1755,241,2117,252,1688,252,963,182,1034,175,817,158
56,620L300US25116,25116,2nd Hampshire,17679,418,692,163,859,230,663,166,681,184,740,183,798,219,999,263,958,260,726,170,1494,255,1955,273,3118,325,1675,228,1120,209,680,171,521,150
57,620L300US25117,25117,3rd Hampshire,10640,667,865,256,787,202,480,159,446,148,578,209,515,144,371,136,428,156,279,99,603,153,946,224,1174,189,960,190,815,179,674,156,719,147
58,620L300US25118,25118,1st Middlesex,15042,333,449,130,452,160,445,143,365,103,416,120,438,117,387,147,454,144,376,124,1021,219,1392,220,2099,259,1888,254,1396,218,1903,242,1561,238
59,620L300US25119,25119,2nd Middlesex,14808,256,355,112,204,81,335,113,326,111,210,70,384,110,191,77,372,125,261,115,634,188,1118,162,1804,249,2004,254,1506,247,2446,281,2658,259
60,620L300US25120,25120,3rd Middlesex,16070,360,606,174,661,221,496,155,645,163,537,144,506,151,532,144,585,144,351,108,902,196,1356,211,2209,313,1900,269,1394,253,1735,270,1655,231
61,620L300US25121,25121,4th Middlesex,16827,480,481,148,627,217,672,197,483,160,821,209,566,195,502,158,964,213,437,134,944,240,1687,293,2319,352,1836,257,1752,267,1407,286,1329,238
62,620L300US25122,25122,5th Middlesex,16740,363,534,195,515,133,339,114,468,122,416,115,532,144,579,192,346,120,365,116,945,191,1341,243,2187,264,2146,272,1506,221,1869,235,2652,254
63,620L300US25123,25123,6th Middlesex,16005,527,577,199,509,139,425,139,518,142,492,166,658,192,436,157,544,167,418,131,1260,255,1331,217,2141,327,2211,291,1333,222,1749,245,1403,233
64,620L300US25124,25124,7th Middlesex,15488,453,1227,283,829,192,611,173,805,251,940,230,568,163,450,157,524,157,559,207,869,174,1495,324,1642,306,1505,300,1083,200,1251,216,1130,186
65,620L300US25125,25125,8th Middlesex,14616,307,420,151,281,119,333,126,359,134,200,88,253,91,269,92,303,108,303,95,681,194,873,165,1686,242,1855,292,1419,209,2189,245,3192,281
66,620L300US25126,25126,9th Middlesex,16396,492,540,174,631,152,722,189,388,118,446,132,499,124,469,152,662,163,568,163,858,191,1527,247,2260,311,2179,254,1309,181,1588,237,1750,234
67,620L300US25127,25127,10th Middlesex,14935,508,1079,231,864,261,562,126,743,181,305,108,334,114,556,190,709,182,397,122,996,218,1371,252,2503,378,1299,238,1162,240,1245,222,810,174
68,620L300US25128,25128,11th Middlesex,14534,339,475,125,526,147,332,133,354,121,524,143,340,105,311,97,338,107,350,119,657,153,831,189,1660,226,1188,206,1375,207,1549,197,3724,281
69,620L300US25129,25129,12th Middlesex,14022,329,624,158,307,119,330,113,366,118,171,71,415,139,221,92,217,120,112,54,787,171,831,159,1204,207,1481,239,903,187,1687,230,4366,288
70,620L300US25130,25130,13th Middlesex,15609,320,481,148,397,115,406,151,493,136,344,145,234,86,479,165,355,167,469,217,823,239,1069,212,1643,263,1447,258,1294,229,2030,273,3645,279
71,620L300US25131,25131,14th Middlesex,15422,383,461,144,501,150,268,95,444,114,373,143,247,101,421,135,425,136,316,114,738,191,862,190,1561,259,1532,213,1548,208,2091,249,3634,288
72,620L300US25132,25132,15th Middlesex,15897,310,517,157,335,116,395,139,348,115,392,138,439,151,378,121,337,140,381,133,735,190,853,191,1536,263,1725,256,1541,260,2202,232,3783,244
73,620L300US25133,25133,16th Middlesex,16216,352,927,227,883,228,715,181,757,169,693,202,555,183,568,181,711,192,595,188,1425,247,1675,319,2359,337,1698,283,1027,196,1252,231,376,122
74,620L300US25134,25134,17th Middlesex,15827,439,1324,235,1180,249,666,151,757,207,579,156,563,188,742,164,836,209,612,157,1504,224,1662,285,2098,262,1194,211,766,182,889,172,455,147
75,620L300US25135,25135,18th Middlesex,13512,361,1239,243,1188,244,850,204,792,167,684,163,784,214,509,154,537,146,543,167,1267,217,1472,228,1785,286,824,182,457,137,348,137,233,82
76,620L300US25136,25136,19th Middlesex,14470,352,269,102,343,109,516,153,435,133,390,119,388,119,379,101,549,182,366,101,869,196,1213,229,2435,303,1908,210,1645,234,1885,277,880,183
77,620L300US25137,25137,20th Middlesex,14667,349,339,118,425,149,299,106,288,102,249,94,351,136,277,127,322,99,224,98,678,176,982,178,2273,335,1964,256,1690,219,1994,238,2312,283
78,620L300US25138,25138,21st Middlesex,15173,342,389,126,364,131,367,123,494,129,366,119,289,114,520,151,363,125,586,165,966,203,1095,219,1945,313,2036,304,1361,238,2128,311,1904,229
79,620L300US25139,25139,22nd Middlesex,13933,372,303,116,236,126,417,110,349,118,317,107,471,143,450,152,426,143,356,112,945,242,1248,246,2424,261,2433,276,1528,204,1399,218,631,139
80,620L300US25140,25140,23rd Middlesex,18814,408,753,219,678,192,558,132,758,171,711,207,538,147,508,148,684,183,499,166,935,184,1950,316,2827,381,2078,331,1332,205,2014,345,1991,283
81,620L300US25141,25141,24th Middlesex,16528,411,688,151,566,167,354,121,542,155,470,151,427,147,462,122,347,100,389,114,767,174,1301,216,2145,306,1944,249,1445,212,2017,233,2664,239
82,620L300US25142,25142,25th Middlesex,17038,438,1387,222,685,185,578,177,436,138,471,160,556,150,516,144,692,176,541,139,1179,220,1507,213,1980,250,1629,222,1222,222,1290,238,2369,261
83,620L300US25143,25143,26th Middlesex,18110,507,1444,218,1521,238,967,188,704,157,666,177,741,178,640,160,637,192,651,157,1169,217,1493,231,2570,334,1609,239,893,166,1157,210,1248,202
84,620L300US25144,25144,27th Middlesex,16722,469,836,198,483,132,583,170,554,212,473,147,495,175,503,148,861,215,713,228,1154,215,1854,296,2610,315,1979,287,1241,255,1451,232,932,171
85,620L300US25145,25145,28th Middlesex,15285,464,854,239,917,212,965,253,938,247,714,213,1003,266,978,219,609,202,705,203,1172,251,1706,346,2047,323,1008,169,576,155,720,196,373,131
86,620L300US25146,25146,29th Middlesex,18454,517,1039,279,675,189,604,161,550,133,568,192,495,157,416,140,413,137,460,148,1132,195,1900,268,2467,335,2291,329,1640,278,1692,252,2112,292
87,620L300US25147,25147,30th Middlesex,15659,403,591,165,590,145,549,194,497,144,600,172,613,176,659,195,652,179,405,178,997,199,1504,236,2324,342,1952,272,1529,306,1353,225,844,186
88,620L300US25148,25148,31st Middlesex,16520,294,519,131,464,131,544,128,481,140,509,150,633,193,470,157,541,147,279,90,1108,208,1299,228,1867,273,1650,221,1109,194,2019,258,3028,285
89,620L300US25149,25149,32nd Middlesex,16839,430,790,191,506,136,448,125,536,169,415,138,386,123,467,139,535,182,408,148,1196,219,1595,280,2535,306,2132,324,1840,259,1823,261,1227,203
90,620L300US25150,25150,33rd Middlesex,16375,437,1580,314,884,219,994,238,830,206,827,242,723,203,758,226,884,256,531,169,1164,267,1550,310,2139,391,1328,250,976,237,768,217,439,130
91,620L300US25151,25151,34th Middlesex,16756,422,1415,270,775,202,673,197,643,169,879,252,540,187,655,169,580,159,645,179,1418,259,1374,271,2540,324,1892,288,1127,231,936,154,664,149
92,620L300US25152,25152,35th Middlesex,15954,421,907,243,648,165,502,164,761,219,481,142,800,217,503,159,581,154,577,170,1353,310,1714,232,2261,275,1636,253,1200,256,1485,276,545,172
93,620L300US25153,25153,36th Middlesex,15016,335,419,140,495,149,492,138,467,166,635,182,521,140,378,131,537,167,449,146,958,189,1777,293,2249,275,1998,256,1271,245,1299,217,1071,189
94,620L300US25154,25154,37th Middlesex,14665,509,371,131,438,161,339,121,446,152,426,186,345,130,417,140,456,144,434,150,850,188,1119,200,1739,248,1823,255,1280,231,1799,241,2383,209
95,620L300US25155,25155,18th Worcester,15715,395,788,219,667,191,806,183,666,172,565,186,796,222,536,154,621,180,557,150,1095,196,1566,268,1949,266,1798,250,1064,213,1293,236,948,204
96,620L300US25156,25156,5th Barnstable,15405,498,460,137,458,161,329,97,425,157,523,186,551,175,599,164,678,176,543,162,1220,250,1513,251,2571,320,2065,226,1454,237,1275,223,741,144
97,620L300US25157,25157,1st Norfolk,16881,358,807,187,597,164,777,209,829,186,619,190,761,223,607,186,788,193,656,229,1533,304,1684,285,2255,274,1785,306,965,226,1305,241,913,201
98,620L300US25158,25158,2nd Norfolk,17500,477,916,208,1150,295,755,191,612,170,559,180,719,177,589,147,684,226,791,222,1490,306,2055,333,2568,370,1564,279,1116,208,1221,225,711,142
99,620L300US25159,25159,3rd Norfolk,17142,387,1042,203,1077,229,893,220,839,224,854,210,837,182,593,157,653,167,644,152,1051,210,1784,289,1957,313,1958,299,1242,217,1177,222,541,152
100,620L300US25160,25160,4th Norfolk,18168,340,842,196,581,148,622,161,548,147,623,169,1034,217,746,167,899,216,886,199,1415,236,1970,278,2435,300,1978,254,1305,238,1294,258,990,195
101,620L300US25161,25161,5th Norfolk,15419,418,740,193,616,171,403,151,560,143,614,176,647,201,369,141,357,107,470,132,1072,234,1416,251,2476,261,1920,293,1449,218,1278,175,1032,191
102,620L300US25162,25162,6th Norfolk,15508,388,680,203,513,168,617,151,513,137,429,158,436,122,591,139,519,126,678,196,1319,246,1128,198,2301,343,1800,279,1253,240,1548,242,1183,181
103,620L300US25163,25163,7th Norfolk,13904,409,520,161,773,195,535,188,472,183,587,179,366,141,462,158,604,220,315,122,712,206,1115,261,1728,328,1432,273,1043,216,1611,276,1629,270
104,620L300US25164,25164,8th Norfolk,15096,404,434,147,469,159,468,148,453,134,338,116,328,113,383,118,333,106,320,113,724,172,1002,221,1900,272,1795,279,1673,233,2016,269,2460,310
105,620L300US25165,25165,9th Norfolk,14186,350,414,118,257,74,397,102,356,111,261,82,314,103,304,138,468,157,242,103,763,154,1204,240,1631,265,1862,278,1415,259,1918,259,2380,254
106,620L300US25166,25166,10th Norfolk,14526,327,466,169,434,145,287,110,379,166,374,134,375,123,489,159,337,128,381,155,702,159,1200,223,1908,254,2080,278,1530,251,1875,290,1709,238
107,620L300US25167,25167,11th Norfolk,15963,344,611,132,541,161,607,164,436,135,291,85,457,139,510,154,502,115,515,140,722,182,1331,214,1738,214,1809,219,1342,230,1933,222,2618,253
108,620L300US25168,25168,12th Norfolk,15878,371,548,172,456,122,499,141,523,140,621,228,603,163,544,195,493,148,480,152,1253,209,1822,272,2202,253,1932,296,1303,229,1471,225,1128,192
109,620L300US25169,25169,13th Norfolk,14348,286,464,123,322,120,297,88,292,120,286,110,256,94,232,79,162,83,289,114,593,128,937,177,1297,247,1481,225,1066,180,1873,302,4501,376
110,620L300US25170,25170,14th Norfolk,13591,382,337,113,177,65,192,64,379,127,144,56,308,123,174,71,228,85,161,62,410,108,730,166,947,181,1180,213,1057,147,1547,214,5620,337
111,620L300US25171,25171,15th Norfolk,17700,475,1855,300,872,199,448,125,546,199,445,154,336,103,337,138,515,134,531,140,1095,267,983,185,1621,273,1725,292,1187,239,1930,261,3274,332
112,620L300US25172,25172,1st Plymouth,15993,414,554,183,638,215,562,144,482,148,459,109,737,183,516,171,438,117,531,162,1190,255,1489,285,2338,255,2005,274,1556,242,1497,261,1001,185
113,620L300US25173,25173,2nd Plymouth,15905,354,994,254,779,219,662,174,601,149,514,163,593,146,666,187,695,195,789,196,1230,226,1545,299,2871,380,1588,263,1097,223,821,191,460,113
114,620L300US25174,25174,3rd Plymouth,15311,408,390,155,424,132,354,119,439,109,313,112,569,181,700,148,460,140,395,133,742,168,1309,259,1905,278,1539,259,1113,189,1506,231,3153,304
115,620L300US25175,25175,4th Plymouth,15524,329,427,147,384,148,449,125,459,140,560,193,383,142,413,149,391,134,467,109,1306,236,1476,231,1746,273,1819,224,1418,232,1656,240,2170,318
116,620L300US25176,25176,5th Plymouth,14890,336,383,134,475,130,521,179,437,113,493,182,715,213,544,162,485,153,362,138,908,194,1465,269,1960,240,1793,232,1166,219,1642,214,1541,212
117,620L300US25177,25177,6th Plymouth,13969,292,309,101,318,112,344,114,368,104,201,82,493,158,292,92,301,136,343,95,706,146,1432,195,2251,293,1923,277,1271,175,1687,204,1730,200
118,620L300US25178,25178,7th Plymouth,14671,374,498,148,508,152,431,132,467,156,459,181,522,147,384,127,682,185,563,160,1118,225,1692,247,2307,293,2097,258,1238,206,1124,182,581,173
119,620L300US25179,25179,8th Plymouth,12749,529,287,115,343,145,431,167,360,111,511,143,350,123,345,140,417,147,396,143,853,194,1132,275,1967,322,1893,292,1405,252,1233,231,826,171
120,620L300US25180,25180,9th Plymouth,13790,474,1495,232,1332,311,782,193,819,173,809,211,860,196,688,215,683,176,668,201,1166,240,1369,235,1242,185,826,235,599,144,332,102,120,61
121,620L300US25181,25181,10th Plymouth,14291,371,609,160,1010,221,613,156,618,135,534,138,671,185,385,130,508,156,584,154,1081,174,1664,234,2532,362,1403,198,776,158,916,188,387,116
122,620L300US25182,25182,11th Plymouth,15042,441,669,148,542,138,687,170,602,152,647,150,598,171,622,175,790,199,541,146,1025,176,1582,283,2157,290,1266,211,975,178,1318,170,1021,169
123,620L300US25183,25183,12th Plymouth,15223,370,512,147,511,148,643,197,586,151,603,174,545,161,553,143,500,161,553,154,1083,183,1267,236,2371,270,1839,223,1042,175,1505,278,1110,179
124,620L300US25184,25184,1st Suffolk,14965,319,1281,195,922,169,779,177,891,201,863,188,784,193,715,184,703,181,604,149,1100,250,1698,236,2095,276,1174,205,625,163,491,142,240,120
125,620L300US25185,25185,2nd Suffolk,16718,476,1773,297,1623,279,761,193,723,188,710,177,604,175,425,143,567,189,621,166,1021,249,1369,236,1766,272,1267,242,928,208,1008,171,1552,241
126,620L300US25186,25186,3rd Suffolk,20437,504,2054,281,1157,226,866,201,763,219,421,133,546,171,724,214,522,156,628,186,1055,248,1518,238,1855,215,1624,264,1424,282,1651,301,3629,389
127,620L300US25187,25187,4th Suffolk,18177,397,1929,253,1263,220,787,152,609,185,640,140,630,168,531,160,537,150,481,142,1208,249,1443,241,2267,301,1631,269,1324,244,1452,263,1445,261
128,620L300US25188,25188,5th Suffolk,12736,345,1791,261,975,173,1044,190,628,178,659,180,860,181,625,147,655,169,340,106,1102,163,971,162,1453,212,822,133,416,124,197,90,198,81
129,620L300US25189,25189,6th Suffolk,13846,466,1747,250,1142,236,963,208,503,163,742,185,568,175,441,146,764,194,609,168,1267,260,1291,241,1464,244,1049,253,505,136,464,163,327,128
130,620L300US25190,25190,7th Suffolk,12308,402,3044,315,1617,280,826,198,476,158,583,172,472,134,569,161,407,147,470,138,961,192,1124,211,570,138,522,167,293,123,196,100,178,77
131,620L300US25191,25191,8th Suffolk,20678,483,1777,275,931,252,518,144,669,184,655,182,484,142,702,194,702,209,485,167,905,178,1881,285,2632,361,2054,304,1232,243,1755,238,3296,344
