,year,district,name,sex,party,vote_count,vote_percent
44,2015,2nd Plymouth and Bristol,Michael D. Brady,m,Democratic,"14,397",56.9
129,2015,2nd Plymouth and Bristol,Michael D. Brady,m,Democratic,"14,397",56.9
