,year,district,name,sex,party,vote_count,vote_percent
171,2013,2nd Hampden and Hampshire,"Donald F. Humason, Jr",m,Republican,"18,128",52.5
172,2013,1st Suffolk,Linda Dorcena Forry,f,Democratic,"7,863",81.7
