,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0,610U300US25001,25001,First Suffolk,60705,754,6588,452,3733,406,3467,467,2682,423,2275,327,2732,420,2189,343,2583,351,2701,351,4502,476,5241,466,7269,524,5405,479,3438,435,3343,415,2557,375
1,610U300US25002,25002,Second Suffolk,62737,702,9765,631,5611,506,3623,436,2733,372,2334,314,2575,366,2203,285,2830,435,1865,269,4457,445,4635,431,6086,464,4338,419,2937,371,2987,360,3758,374
2,610U300US25003,25003,Hampden,58706,773,8595,651,6233,505,5026,500,3791,489,3499,390,3314,435,2871,361,2835,382,2146,274,3732,392,5773,495,5070,477,2793,265,1420,225,917,183,691,160
3,610U300US25004,25004,"Berkshire, Hampshire, Franklin & Hampden",65970,802,4391,405,4686,386,4023,352,3732,361,3552,388,3461,405,2871,327,3402,354,2708,323,5076,386,7393,452,8106,469,5162,391,2694,267,2454,276,2259,219
4,610U300US25005,25005,Second Hampden & Hampshire,63005,714,4851,518,4455,468,3703,407,3198,348,2699,395,2644,339,2936,350,2882,345,2606,295,5083,474,6072,518,8931,482,5235,453,3299,391,2735,305,1676,240
5,610U300US25006,25006,"Hampshire, Franklin & Worcester",58189,853,3558,434,3657,375,2810,303,2347,266,2608,304,3129,382,2837,311,2773,285,2541,308,4590,401,6363,428,7969,530,4831,333,3289,341,2431,281,2456,280
6,610U300US25007,25007,First Hampden & Hampshire,61371,696,2382,321,2783,328,2846,338,2450,331,2450,307,2479,316,2389,317,2608,310,2224,335,4896,426,6741,524,9279,544,6464,484,4251,375,3981,404,3148,351
7,610U300US25008,25008,"Worcester, Hampden, Hampshire & Middlesex",61753,664,3106,394,2920,374,2520,291,2730,366,2262,305,2922,358,2476,321,2358,319,2213,301,4736,429,6028,509,9435,635,7168,554,4331,333,4131,315,2417,277
8,610U300US25009,25009,Worcester & Middlesex,60034,737,3799,508,2980,421,2872,343,2628,347,2424,325,2735,342,2718,404,2375,352,1925,292,4124,407,6597,511,9114,641,5940,581,3809,397,3694,341,2300,282
9,610U300US25010,25010,First Worcester,64001,749,5349,439,4448,378,3559,432,3100,364,2503,363,2680,371,2841,337,2833,424,2514,353,4057,431,6557,502,7132,518,5500,467,3837,348,3990,346,3101,326
10,610U300US25011,25011,Second Worcester,64299,719,2882,348,2828,297,2485,338,3010,415,2545,371,2552,399,2228,284,2425,291,2607,379,5038,487,6489,512,8690,505,6744,594,4695,463,5353,497,3728,320
11,610U300US25012,25012,Worcester & Norfolk,61842,720,2451,338,2328,334,2902,333,2263,278,2354,342,2917,392,2058,291,2435,375,2240,261,4320,466,6765,503,9301,640,6901,553,4499,440,4895,479,3213,372
12,610U300US25013,25013,First Middlesex,59820,738,3752,424,3211,413,2397,349,2696,309,2236,287,2163,345,1999,302,2297,328,2014,340,4830,435,5925,522,7977,548,5525,480,3810,383,4753,429,4235,372
13,610U300US25014,25014,Middlesex & Worcester,64998,881,2037,320,2283,433,2082,345,2160,322,2100,344,1753,284,1915,324,2612,340,1812,295,3601,413,5256,460,7902,591,7466,512,5779,541,7330,526,8910,514
14,610U300US25015,25015,Second Middlesex & Norfolk,59810,743,2602,406,2148,304,1716,316,2145,333,1970,346,1971,310,1978,284,1552,271,1684,326,3532,400,5042,450,7323,602,7598,638,5400,427,6515,420,6634,459
15,610U300US25016,25016,Third Middlesex,63142,858,2318,332,2327,341,1777,269,1961,269,1404,221,1578,247,1473,256,2070,289,1755,264,3132,341,4737,446,7942,514,6900,469,5057,368,7604,564,11107,443
16,610U300US25017,25017,"Norfolk, Bristol & Middlesex",56704,717,1589,250,1773,298,1437,241,1593,246,1512,258,1311,234,1548,240,1642,266,1586,265,3568,435,4832,443,6701,516,7002,492,4577,409,6751,512,9282,485
17,610U300US25018,25018,Second Essex & Middlesex,60400,675,4577,467,3904,403,3737,353,2604,372,2798,413,2622,357,1693,283,2204,381,1979,313,3757,417,5499,515,7368,472,5443,445,3425,348,4493,411,4297,389
18,610U300US25019,25019,First Essex,67554,753,3219,339,3216,356,2819,362,2698,322,2341,327,3033,372,2836,371,2569,394,2554,343,4773,418,6666,539,9818,562,6934,446,5189,406,4979,457,3910,378
19,610U300US25020,25020,First Essex & Middlesex,61753,714,1893,321,1883,288,1761,253,1711,257,1651,247,2040,241,1920,262,1716,275,1513,257,3731,376,4938,477,8658,576,7478,510,6041,548,6692,568,8127,563
20,610U300US25021,25021,Second Essex,66842,769,3459,417,3555,460,2791,325,2619,371,3094,354,2372,349,2429,355,2404,296,2557,401,4780,418,7042,509,9605,547,6340,533,4671,419,4887,449,4237,326
21,610U300US25022,25022,Third Essex,62889,779,4969,408,3881,440,2593,321,3009,361,2861,365,2577,261,2463,309,2368,323,2119,330,4067,444,5397,514,7755,529,6011,552,3800,416,4400,428,4619,368
22,610U300US25023,25023,Fifth Middlesex,65922,816,3456,455,2503,335,2441,285,2506,341,2363,339,2238,336,2315,354,2525,356,1542,256,4572,520,6581,573,9095,697,6902,523,5599,460,6510,479,4774,355
23,610U300US25024,25024,Fourth Middlesex,65166,768,2346,344,1601,244,1995,312,2034,249,1796,275,1922,319,2113,298,2054,305,1735,322,3865,461,5719,563,9131,641,8632,548,6133,502,7104,504,6986,441
24,610U300US25025,25025,Second Middlesex,71711,733,4350,464,3094,404,2627,341,2422,376,2634,400,2208,397,2327,362,2680,342,2665,363,5119,560,6418,567,10191,730,7934,612,4872,511,6006,501,6164,393
25,610U300US25026,25026,Middlesex & Suffolk,67222,915,6110,536,4622,421,3293,405,2965,413,2384,376,3174,396,2761,313,2473,388,2363,317,4462,452,6543,592,7904,603,5398,507,3573,405,3968,449,5229,420
26,610U300US25027,25027,First Suffolk & Middlesex,70775,873,6548,538,3838,369,3156,365,3355,358,2929,371,2786,338,3001,401,2931,383,2806,400,5084,456,6683,507,8755,589,5839,462,3960,464,3743,393,5361,447
27,610U300US25028,25028,Second Suffolk & Middlesex,68553,1008,8741,605,4731,450,2810,326,2635,311,2499,356,2118,298,2302,298,1886,318,1997,305,3976,383,6160,428,7657,627,5711,425,4130,425,5119,480,6081,426
28,610U300US25029,25029,First Middlesex & Norfolk,62058,813,3996,393,2212,324,1377,231,1524,289,1315,222,1374,214,1087,201,1450,258,1421,240,3324,438,3652,339,5787,429,5820,462,4994,405,6796,472,15929,581
29,610U300US25030,25030,Norfolk & Suffolk,60809,630,2831,372,2439,361,2303,352,1988,332,1559,277,2076,263,1770,322,2110,320,1886,280,3647,388,5413,495,7583,479,6742,413,4618,349,6463,487,7381,467
30,610U300US25031,25031,Bristol & Norfolk,55282,636,1669,295,1593,274,1873,291,1944,309,1397,263,1561,275,1758,326,2009,338,1739,274,3876,525,5088,376,7272,665,6876,545,5061,405,5642,477,5924,457
31,610U300US25032,25032,"Norfolk, Bristol & Plymouth",57619,694,1967,326,2136,333,2393,317,1982,316,1751,311,1672,274,1718,311,1873,279,1833,329,3937,474,4720,404,7893,608,6919,558,4764,417,6413,500,5648,488
32,610U300US25033,25033,Norfolk & Plymouth,65631,864,3325,394,3366,368,2568,350,2656,367,2644,362,3193,420,2420,358,2632,407,2549,364,5249,483,7051,547,9431,622,6766,575,4567,453,4425,439,2789,283
33,610U300US25034,25034,Plymouth & Norfolk,63615,656,2181,308,1865,258,1878,307,1917,295,1886,329,2462,375,2176,271,2152,303,2046,265,4125,365,5965,493,7544,476,7277,511,5212,405,6122,476,8807,559
34,610U300US25035,25035,Second Plymouth & Bristol,55764,759,3269,362,3199,409,2340,296,2454,254,2319,335,2502,345,2034,332,2343,329,2174,354,4089,381,5755,399,8400,542,5522,492,3398,318,3926,341,2040,285
35,610U300US25036,25036,First Plymouth & Bristol,62162,810,2928,390,3198,420,2350,337,2450,334,2249,297,2554,329,2223,315,2540,342,2653,363,4945,470,6171,553,9601,578,7310,657,4803,421,3821,368,2366,280
36,610U300US25037,25037,First Bristol & Plymouth,65423,855,5778,570,5269,495,3810,418,3571,443,3284,442,2974,375,3064,337,2632,319,2440,336,4541,450,6249,510,8376,484,5425,443,3366,290,2642,287,2002,261
37,610U300US25038,25038,Second Bristol & Plymouth,63798,766,5512,510,5529,452,4189,439,3617,401,3052,338,3169,359,2984,367,2741,314,2618,365,5141,467,5826,481,7639,494,4709,444,3044,339,2601,314,1427,237
38,610U300US25039,25039,Plymouth & Barnstable,62219,737,2198,328,2496,341,2473,381,2415,389,2177,304,2536,375,2416,354,2181,275,2283,362,4510,401,5925,462,9512,611,7102,452,4920,403,5295,610,3780,349
39,610U300US25040,25040,Cape & Islands,75441,1038,4198,477,3664,395,3351,360,3150,390,3741,396,3517,421,2956,331,4055,478,3305,391,6000,509,8170,655,10370,661,7180,540,3690,382,4264,359,3830,354
