,Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
0,610U500US25001,25001,First Suffolk,65125,851,6463,568,4653,511,2882,338,3073,342,2134,335,2038,280,2281,342,2813,335,1850,290,4171,443,6252,566,7448,564,5710,533,4118,419,4656,408,4583,472
1,610U500US25002,25002,Second Suffolk,66395,878,10048,707,5993,462,3618,384,3037,322,3004,353,2614,283,2360,374,2539,350,1943,269,4022,407,4748,464,5772,421,4683,446,3255,431,3647,359,5112,414
2,610U500US25003,25003,Hampden,58988,858,7650,554,6324,589,5097,495,4052,397,3379,440,3360,474,3322,445,2899,396,2300,374,4120,517,4452,437,5164,525,3066,364,1591,269,1478,245,734,159
3,610U500US25004,25004,"Berkshire, Hampshire, Franklin & Hampden",65264,751,3803,433,3860,331,3647,324,3473,349,3322,313,3146,303,3024,328,2990,308,2846,343,5183,352,6579,427,8592,448,5206,369,3620,352,2926,285,3047,322
4,610U500US25005,25005,Second Hampden & Hampshire,61905,880,3870,403,4312,445,3115,361,3184,413,2792,328,2887,309,2622,355,2447,359,2439,342,4799,470,6197,464,8088,555,5775,472,3634,427,3516,376,2228,295
5,610U500US25006,25006,"Hampshire, Franklin & Worcester",58068,726,3940,445,3578,346,3090,375,2673,309,2423,287,3169,346,2457,340,2156,257,2173,294,4442,395,5783,334,7698,440,5066,386,3351,320,3234,267,2835,287
6,610U500US25007,25007,First Hampden & Hampshire,61494,796,2746,346,2683,323,2356,351,2472,338,2807,346,2648,392,2391,350,2312,344,2201,296,4122,380,5867,445,9059,738,6974,511,4644,472,4251,377,3961,383
7,610U500US25008,25008,"Worcester, Hampden, Hampshire & Middlesex",62680,660,2384,344,2549,375,2820,405,2903,363,2143,345,2782,374,2696,357,2556,317,2149,293,4750,452,6010,481,9039,562,7528,553,5133,487,4017,405,3221,384
8,610U500US25009,25009,Worcester & Middlesex,61148,786,3227,355,3723,426,3170,396,2966,332,2198,289,2699,369,2526,244,2166,303,2179,288,4029,392,6163,433,8386,594,6332,507,3878,395,4198,367,3308,317
9,610U500US25010,25010,First Worcester,63570,968,5812,558,4315,450,3334,398,3099,394,2427,417,2826,360,2492,323,2380,359,2205,326,4387,459,6074,515,7116,425,5351,412,3954,338,3934,343,3864,354
10,610U500US25011,25011,Second Worcester,65289,703,3683,377,2747,357,2753,376,2583,332,2575,302,3414,357,2512,316,2214,306,1927,290,4935,484,5468,550,8104,491,6214,454,4999,403,5682,378,5479,427
11,610U500US25012,25012,Worcester & Norfolk,62711,776,2195,295,2517,374,2534,323,2426,356,2365,364,2671,371,2300,293,2102,277,2195,364,4548,474,6427,612,9033,715,7337,578,4550,492,5537,584,3974,369
12,610U500US25013,25013,First Middlesex,60715,767,4491,495,3583,357,2939,357,2709,386,2279,367,2351,333,2214,310,1915,328,2113,342,4245,451,4785,466,7369,549,5634,479,4118,410,5292,517,4678,378
13,610U500US25014,25014,Middlesex & Worcester,65910,737,1720,291,1900,282,1966,277,2374,366,2050,355,1547,265,1668,309,2081,313,1921,302,3323,354,5615,549,7933,606,7080,546,5559,498,8038,489,11135,580
14,610U500US25015,25015,Second Middlesex & Norfolk,62848,750,2480,311,2174,368,2022,296,2029,324,1823,288,1705,291,2217,320,2038,301,1708,301,3236,386,4937,467,6974,451,7199,481,5492,531,7647,534,9167,438
15,610U500US25016,25016,Third Middlesex,64961,755,2714,306,1656,266,1508,240,1606,263,1417,264,1716,343,1659,261,1579,244,1459,274,3286,387,4388,403,7135,459,6941,573,5754,547,8532,574,13611,600
16,610U500US25017,25017,"Norfolk, Bristol & Middlesex",58081,701,1749,282,1574,297,1494,277,1523,236,1247,218,1450,317,1440,233,1370,252,1499,229,3023,369,4520,451,6597,542,6669,437,4779,443,7566,537,11581,491
17,610U500US25018,25018,Second Essex & Middlesex,60292,762,4297,540,3436,387,2974,339,2394,305,2132,352,2815,403,2067,305,1948,305,2068,331,3573,440,5427,415,6990,522,5565,475,3882,369,4966,379,5758,351
18,610U500US25019,25019,First Essex,68339,727,3140,378,3031,347,2871,379,2711,329,2760,397,2528,332,2477,333,2248,345,2447,295,4629,447,7031,576,9394,571,6794,470,5317,444,6119,421,4842,390
19,610U500US25020,25020,First Essex & Middlesex,64719,803,2180,330,2006,274,1989,273,2148,289,1719,323,1696,249,1930,273,1743,241,1400,183,4028,411,5127,392,7923,530,6992,482,5751,520,7843,462,10244,604
20,610U500US25021,25021,Second Essex,68579,762,3458,422,3865,495,3019,361,2918,356,2712,361,2514,422,2257,371,2315,384,2240,314,5063,531,6795,521,9174,690,7078,456,4661,439,5245,430,5265,435
21,610U500US25022,25022,Third Essex,61974,750,4238,378,3582,422,2493,305,2131,276,2457,304,2407,372,2292,253,2357,287,1721,295,3699,396,5473,467,7744,452,6129,496,4258,374,5366,483,5627,470
22,610U500US25023,25023,Fifth Middlesex,66945,740,3361,439,2908,380,2167,377,2358,375,1846,287,2163,329,2231,366,2563,349,1970,366,3827,414,6288,500,8796,657,6788,486,5425,455,7130,496,7124,446
23,610U500US25024,25024,Fourth Middlesex,64514,773,1994,264,1574,265,1627,269,2115,313,1417,262,2064,319,1598,201,1789,305,1238,249,4079,449,4907,397,8374,612,7389,583,6738,535,7789,508,9822,549
24,610U500US25025,25025,Second Middlesex,72363,746,3802,425,2795,375,2470,317,2351,339,2202,352,2304,386,2131,353,1944,323,2139,274,5004,507,5419,474,9427,496,8157,637,5966,515,7737,564,8515,413
25,610U500US25026,25026,Middlesex & Suffolk,67227,866,5568,502,4228,426,3270,338,2704,346,2582,294,2795,350,2031,283,2112,310,2314,289,4664,443,5761,454,7819,540,6625,474,4014,354,4725,392,6015,441
26,610U500US25027,25027,First Suffolk & Middlesex,72508,937,6184,569,3715,400,3459,389,3177,391,2693,419,2822,375,2750,424,2559,365,2468,393,5495,536,6268,532,8390,654,7040,530,4059,396,5026,444,6403,500
27,610U500US25028,25028,Second Suffolk & Middlesex,68160,998,8250,538,3278,407,2420,315,2046,304,1933,296,2136,300,1622,234,2345,356,1851,262,4599,459,6254,471,6968,425,6656,487,4153,368,5481,427,8168,522
28,610U500US25029,25029,First Middlesex & Norfolk,61694,674,3010,357,1530,200,1312,205,1632,270,1553,245,1527,273,1300,207,1205,222,1200,244,2499,352,3706,397,5870,407,5382,473,5261,430,7497,536,17210,637
29,610U500US25030,25030,Norfolk & Suffolk,63020,836,2635,382,2367,373,2629,378,1830,286,1471,229,1872,274,1782,312,1967,268,1908,281,3257,433,5350,517,7665,509,6926,541,4923,468,6987,446,9451,495
30,610U500US25031,25031,Bristol & Norfolk,57039,726,1386,239,1738,322,1620,312,1356,211,1497,259,1642,250,1853,345,1369,260,1665,254,3182,382,4802,444,8308,681,6708,567,5538,499,6422,477,7953,455
31,610U500US25032,25032,"Norfolk, Bristol & Plymouth",58445,694,2252,387,2136,342,1790,301,1785,256,1865,333,1619,269,1802,273,2019,284,1571,250,3560,426,5404,502,7271,657,6479,541,5288,411,6303,500,7301,467
32,610U500US25033,25033,Norfolk & Plymouth,66062,778,3415,388,2809,354,2468,396,2878,375,2561,347,3030,368,2053,308,2310,282,2053,364,4913,450,6798,570,9488,654,7706,699,4405,459,5309,516,3866,340
33,610U500US25034,25034,Plymouth & Norfolk,64479,665,2389,367,2106,274,2015,313,2190,296,2192,364,2338,324,1883,313,2029,297,1907,312,3200,342,5435,430,7719,600,7158,548,5261,529,6996,441,9661,482
34,610U500US25035,25035,Second Plymouth & Bristol,55936,851,3463,352,2722,348,2493,328,2719,395,1977,271,2262,305,2299,340,2270,325,2101,307,3633,366,5548,426,7784,578,5910,433,3531,336,4273,374,2951,355
35,610U500US25036,25036,First Plymouth & Bristol,64308,785,3476,420,2550,301,2423,336,2386,392,2271,400,2876,440,2345,351,2599,322,2428,374,4531,493,6346,663,9837,634,6796,547,4919,440,4904,500,3621,407
36,610U500US25037,25037,First Bristol & Plymouth,66265,711,4866,472,5081,538,4343,452,3635,371,3009,345,3123,355,3033,362,2715,382,2558,362,4721,427,6018,462,8120,594,5975,533,3408,350,3412,325,2248,266
37,610U500US25038,25038,Second Bristol & Plymouth,63678,779,5187,479,5717,424,4139,366,3394,342,3355,382,2807,281,3019,393,2673,302,2352,297,4889,427,6065,412,7365,464,4555,457,3405,356,2926,308,1830,302
38,610U500US25039,25039,Plymouth & Barnstable,62309,821,2048,341,1940,272,1979,220,2435,322,2141,370,2624,309,2255,295,2295,337,1805,261,4220,367,5945,479,8865,568,7411,494,5565,469,5771,469,5010,436
39,610U500US25040,25040,Cape & Islands,74882,990,3455,366,3577,398,3179,363,3570,389,2813,308,3598,399,2751,298,3698,405,2958,286,5564,411,8586,639,9979,634,7280,487,4664,407,4439,443,4771,425
