,year,district,name,sex,party,vote_count,vote_percent
500,2011,3rd Berkshire,Tricia Farley-Bouvier,f,Democratic,"1,940",32.8
501,2011,12th Bristol,Keiko M. Orrall,f,Republican,"2,137",54.7
502,2011,10th Middlesex,"John J. Lawn, Jr.",m,Democratic,"1,815",67.4
503,2011,6th Worcester,Peter J. Durant,m,Republican,"3,324",41.9
