GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
620L200US25143,25143,"Twenty-Sixth Middlesex District (2010), Massachusetts",18239,508,1539,270,1132,259,1293,233,617,155,849,215,764,173,772,219,734,189,723,205,1250,216,1449,264,2578,336,1772,348,771,208,1020,228,976,209
620L200US25144,25144,"Twenty-Seventh Middlesex District (2010), Massachusetts",17471,548,855,204,793,223,484,187,791,195,428,156,772,247,662,208,770,196,720,220,1093,243,2116,315,2600,334,2001,310,1251,236,1208,267,927,212
620L200US25145,25145,"Twenty-Eighth Middlesex District (2010), Massachusetts",16627,585,1125,277,1187,260,805,252,957,234,802,225,1125,265,877,249,773,254,639,187,1255,280,1956,339,2607,312,1087,260,578,207,651,190,203,100
620L200US25146,25146,"Twenty-Ninth Middlesex District (2010), Massachusetts",17754,464,713,173,604,177,628,166,736,170,668,185,543,168,419,164,606,153,460,159,1155,221,1974,309,2549,383,2239,284,1298,273,1455,237,1707,230
620L200US25147,25147,"Thirtieth Middlesex District (2010), Massachusetts",16140,379,804,188,673,207,590,180,459,148,452,132,431,127,671,204,716,170,551,181,1134,232,1699,234,2660,300,1954,277,1452,253,1204,217,690,161
620L200US25148,25148,"Thirty-First Middlesex District (2010), Massachusetts",15238,340,640,161,388,132,521,137,464,148,444,124,414,142,456,122,380,122,366,93,1005,209,1061,194,2255,289,1638,224,951,208,1663,219,2592,241
620L200US25149,25149,"Thirty-Second Middlesex District (2010), Massachusetts",16548,475,751,212,749,187,466,139,429,117,505,148,473,174,498,157,592,198,329,100,1035,208,1516,236,2553,353,1981,249,1682,251,1783,252,1206,243
620L200US25150,25150,"Thirty-Third Middlesex District (2010), Massachusetts",16969,481,1407,276,866,212,988,221,1064,230,721,229,896,208,574,185,982,275,547,178,1115,290,1551,268,2683,347,1493,276,868,231,837,219,377,109
620L200US25151,25151,"Thirty-Fourth Middlesex District (2010), Massachusetts",15162,412,1548,277,714,202,482,154,682,200,758,227,443,162,725,177,661,188,761,244,1060,190,1430,262,2049,328,1691,245,766,163,924,213,468,127
620L200US25152,25152,"Thirty-Fifth Middlesex District (2010), Massachusetts",15503,431,882,229,548,125,721,206,693,182,620,185,694,188,536,160,405,149,775,189,1093,223,1811,311,2364,333,1661,293,1265,259,988,204,447,181
620L200US25153,25153,"Thirty-Sixth Middlesex District (2010), Massachusetts",14841,329,525,187,463,161,465,111,436,168,537,165,390,152,495,154,697,230,411,136,1267,254,1705,300,2289,269,2038,314,1268,249,1094,211,761,172
620L200US25154,25154,"Thirty-Seventh Middlesex District (2010), Massachusetts",14554,296,365,99,526,135,300,112,364,112,418,115,469,142,435,139,458,147,367,122,671,162,1327,213,1746,232,2142,310,1273,205,1707,220,1986,238
620L200US25155,25155,"Eighteenth Worcester District (2010), Massachusetts",16249,395,415,138,453,142,533,168,399,141,547,148,717,188,429,160,723,178,559,130,1074,234,1836,336,2780,352,2300,322,1303,234,1496,244,685,175
620L200US25156,25156,"Fifth Barnstable District (2010), Massachusetts",15812,498,417,151,484,184,569,192,508,154,471,170,581,181,757,203,628,158,501,147,1174,265,1793,296,2810,384,1790,287,1239,219,1189,218,901,188
620L200US25157,25157,"First Norfolk District (2010), Massachusetts",17991,481,990,256,741,186,599,185,585,161,472,152,763,233,553,180,1023,230,726,183,1616,261,1828,295,3103,383,1990,328,965,215,1107,207,930,216
620L200US25158,25158,"Second Norfolk District (2010), Massachusetts",16253,475,802,190,1049,244,846,208,772,163,573,158,666,179,604,165,786,216,728,221,1323,277,1741,295,2416,290,1350,267,1135,209,866,201,596,154
620L200US25159,25159,"Third Norfolk District (2010), Massachusetts",18158,450,1297,216,1123,218,907,249,995,231,775,192,755,230,667,183,740,202,582,175,1361,285,1980,369,2241,295,1865,272,1215,223,1154,247,501,166
620L200US25160,25160,"Fourth Norfolk District (2010), Massachusetts",16671,397,867,200,649,171,599,169,542,143,568,158,861,206,675,205,863,200,664,195,1463,245,1969,336,2639,320,1762,254,1114,190,861,184,575,165
620L200US25161,25161,"Fifth Norfolk District (2010), Massachusetts",16117,451,750,191,603,198,521,159,431,125,687,199,566,175,548,168,471,117,648,178,1109,221,1605,281,2449,314,2047,259,1182,230,1437,237,1063,186
620L200US25162,25162,"Sixth Norfolk District (2010), Massachusetts",15054,418,765,203,508,160,622,149,646,184,457,146,404,117,538,171,547,188,662,183,821,149,1371,248,2252,250,1935,260,1106,179,1348,202,1072,157
620L200US25163,25163,"Seventh Norfolk District (2010), Massachusetts",14630,490,721,184,576,183,550,174,791,240,437,180,474,148,497,175,489,153,295,106,766,177,1393,283,2249,318,1647,303,1020,221,1342,229,1383,217
620L200US25164,25164,"Eighth Norfolk District (2010), Massachusetts",14711,433,544,149,584,156,532,153,437,141,345,116,435,159,329,91,466,143,324,109,715,165,1131,187,1691,224,1709,232,1555,173,2078,278,1836,228
620L200US25165,25165,"Ninth Norfolk District (2010), Massachusetts",13470,409,342,116,196,75,434,138,312,110,228,90,393,125,329,130,434,134,363,107,766,158,1230,264,1740,241,1788,275,1558,239,1559,232,1798,231
620L200US25166,25166,"Tenth Norfolk District (2010), Massachusetts",14224,285,604,179,286,108,263,104,356,126,486,152,441,152,293,105,362,125,378,126,853,187,1265,264,2198,211,1973,239,1277,199,1999,272,1190,221
620L200US25167,25167,"Eleventh Norfolk District (2010), Massachusetts",15766,329,614,136,521,154,487,157,512,147,308,85,410,118,473,141,455,126,442,123,861,211,1475,217,1890,262,1870,221,1386,199,1736,232,2326,234
620L200US25168,25168,"Twelfth Norfolk District (2010), Massachusetts",15768,423,456,142,474,160,519,132,621,178,505,151,440,144,424,140,549,143,729,182,1319,244,1869,289,2488,361,1675,249,1438,247,1276,227,986,205
620L200US25169,25169,"Thirteenth Norfolk District (2010), Massachusetts",14237,302,329,111,429,156,247,93,388,124,274,85,310,103,208,77,319,123,207,77,562,141,1145,193,1321,218,1671,241,995,174,1738,259,4094,324
620L200US25170,25170,"Fourteenth Norfolk District (2010), Massachusetts",13429,422,419,144,309,99,207,83,250,96,266,108,363,110,202,83,220,93,229,78,356,100,781,165,1092,187,1144,182,1163,189,1437,225,4991,316
620L200US25171,25171,"Fifteenth Norfolk District (2010), Massachusetts",17061,456,1638,345,918,219,412,121,451,143,394,145,434,147,398,151,537,164,454,154,954,209,1104,227,1717,256,1735,263,1398,271,1595,196,2922,298
620L200US25172,25172,"First Plymouth District (2010), Massachusetts",16641,404,689,201,605,213,583,191,429,124,528,136,704,179,451,158,555,162,468,128,1223,227,1874,281,2707,331,2247,295,1534,227,1188,212,856,196
620L200US25173,25173,"Second Plymouth District (2010), Massachusetts",17190,460,1158,286,749,210,778,190,658,174,691,184,702,186,828,198,931,192,659,206,1492,302,1732,281,2677,311,1819,268,1132,211,820,188,364,119
620L200US25174,25174,"Third Plymouth District (2010), Massachusetts",16447,417,620,206,389,139,464,133,523,152,447,136,526,138,677,183,485,144,395,106,813,180,1599,275,1776,273,1916,275,1419,200,1499,218,2899,268
620L200US25175,25175,"Fourth Plymouth District (2010), Massachusetts",15185,388,431,129,476,165,416,128,560,168,338,127,297,115,461,177,541,145,544,170,1196,264,1568,256,1925,310,1825,227,1356,229,1587,250,1664,227
620L200US25176,25176,"Fifth Plymouth District (2010), Massachusetts",15153,311,455,143,537,138,331,105,385,118,590,171,520,133,703,188,376,124,498,170,1095,252,1495,299,2136,310,2111,298,1270,235,1336,239,1315,195
620L200US25177,25177,"Sixth Plymouth District (2010), Massachusetts",14327,328,321,125,311,101,431,138,376,132,305,106,393,129,306,106,369,143,360,109,822,167,1683,251,2513,326,1979,277,1169,180,1546,218,1443,201
620L200US25178,25178,"Seventh Plymouth District (2010), Massachusetts",15802,295,658,200,547,133,536,177,496,144,410,162,479,148,369,108,703,175,627,200,1187,208,1739,209,2634,322,2340,310,1270,202,1289,212,518,135
620L200US25179,25179,"Eighth Plymouth District (2010), Massachusetts",13571,544,285,111,261,105,366,129,402,142,321,118,430,154,299,142,943,238,363,134,1041,260,1300,207,2406,284,2075,272,1002,157,1418,234,659,160
620L200US25180,25180,"Ninth Plymouth District (2010), Massachusetts",14200,409,986,194,854,204,728,165,620,188,896,218,755,212,785,255,680,194,788,211,1201,258,1647,283,1904,329,1007,223,630,159,427,145,292,87
620L200US25181,25181,"Tenth Plymouth District (2010), Massachusetts",14768,378,814,204,849,205,698,179,493,134,662,176,579,182,557,165,580,144,584,151,1014,223,2123,292,2654,346,1334,216,894,199,547,159,386,119
620L200US25182,25182,"Eleventh Plymouth District (2010), Massachusetts",13816,432,1172,236,886,224,811,201,686,215,634,191,689,196,558,159,522,132,559,143,830,191,1273,253,1661,257,1072,221,817,153,919,165,727,152
620L200US25183,25183,"Twelfth Plymouth District (2010), Massachusetts",16424,445,664,168,620,185,440,144,497,117,562,176,637,177,639,181,605,183,535,157,1229,202,1737,249,2451,294,1948,267,1225,233,1448,226,1187,194
620L200US25184,25184,"First Suffolk District (2010), Massachusetts",14685,344,1331,233,1179,246,799,194,858,198,1173,288,887,243,601,187,930,205,629,172,1206,269,1289,255,1796,299,990,251,451,142,320,124,246,134
620L200US25185,25185,"Second Suffolk District (2010), Massachusetts",16637,550,1985,253,1153,222,743,185,678,182,840,202,804,193,512,174,490,143,453,154,1360,257,1580,290,1795,307,1040,190,824,198,975,219,1405,226
620L200US25186,25186,"Third Suffolk District (2010), Massachusetts",22069,480,3101,332,1465,222,911,210,870,214,470,155,826,215,861,213,735,206,564,175,1319,243,1506,292,1982,290,1553,235,1533,260,1297,234,3076,301
620L200US25187,25187,"Fourth Suffolk District (2010), Massachusetts",18662,446,2252,279,991,247,852,187,722,183,830,206,778,177,759,176,625,133,494,165,1284,208,1795,281,2177,264,1458,239,1190,243,1387,210,1068,222
620L200US25188,25188,"Fifth Suffolk District (2010), Massachusetts",11969,405,1612,256,998,190,878,210,662,191,679,175,750,186,449,131,576,190,414,131,764,222,1055,200,1479,223,764,179,371,124,423,154,95,45
620L200US25189,25189,"Sixth Suffolk District (2010), Massachusetts",12090,482,1581,279,965,220,694,213,644,223,643,177,531,149,486,115,544,181,786,198,967,234,1199,242,1083,218,843,172,443,142,545,166,136,94
620L200US25190,25190,"Seventh Suffolk District (2010), Massachusetts",13968,505,2974,379,1680,291,967,207,504,151,744,218,657,195,684,189,673,201,612,149,703,165,1082,232,1012,243,736,199,379,126,338,161,223,95
620L200US25191,25191,"Eighth Suffolk District (2010), Massachusetts",21058,570,1887,258,762,179,736,174,672,185,505,162,782,184,511,172,822,219,454,144,1461,298,1999,322,2881,391,1795,314,1102,219,1693,274,2996,332
620L200US25192,25192,"Ninth Suffolk District (2010), Massachusetts",18952,619,4728,456,1599,302,987,231,856,175,650,202,617,168,639,162,749,224,467,130,1116,252,1060,223,1402,234,872,169,780,173,725,182,1705,243
620L200US25193,25193,"Tenth Suffolk District (2010), Massachusetts",16252,362,710,189,515,182,498,180,416,155,342,129,596,162,562,151,362,133,571,162,949,233,1576,280,1871,310,2120,353,1271,209,1628,266,2265,282
620L200US25194,25194,"Eleventh Suffolk District (2010), Massachusetts",15740,488,2636,374,1563,263,1110,245,735,178,881,219,858,150,573,136,601,181,540,175,1138,229,1208,223,1494,259,1039,223,490,148,424,133,450,150
620L200US25195,25195,"Twelfth Suffolk District (2010), Massachusetts",13901,492,1367,264,687,193,639,160,917,253,452,151,644,196,440,152,661,172,540,178,919,222,1466,264,2003,309,1270,261,711,248,735,202,450,141
620L200US25196,25196,"Thirteenth Suffolk District (2010), Massachusetts",12371,495,1553,274,587,160,513,166,573,145,346,124,527,182,450,159,780,194,484,128,990,232,1400,267,1460,184,893,187,838,177,582,177,395,142
620L200US25197,25197,"Fourteenth Suffolk District (2010), Massachusetts",14847,393,1176,251,686,201,795,194,847,210,568,181,680,191,398,146,710,197,412,140,1174,219,1434,287,2039,360,1442,275,629,137,1168,231,689,171
620L200US25198,25198,"Fifteenth Suffolk District (2010), Massachusetts",16491,413,1679,231,956,233,823,205,474,119,744,207,704,216,582,155,539,176,596,168,1178,211,1505,216,1838,236,1448,276,846,157,1348,248,1231,164
620L200US25199,25199,"Sixteenth Suffolk District (2010), Massachusetts",15859,540,1404,302,823,213,941,205,892,250,794,235,743,181,602,177,1009,262,577,176,1111,257,1814,289,2059,279,1629,272,750,189,548,173,163,76
620L200US25200,25200,"Seventeenth Suffolk District (2010), Massachusetts",18197,507,2987,359,1078,263,821,221,985,256,714,201,871,217,1009,208,818,233,693,202,1507,252,2021,274,1816,299,1007,250,656,227,826,182,388,120
620L200US25201,25201,"Eighteenth Suffolk District (2010), Massachusetts",13408,486,1690,239,870,193,510,150,515,152,416,150,384,117,475,157,606,164,519,148,921,227,1414,259,1734,273,1139,204,651,188,793,211,771,163
620L200US25202,25202,"Nineteenth Suffolk District (2010), Massachusetts",15363,563,1389,231,736,164,677,190,775,185,691,193,724,203,865,206,624,206,445,159,1211,275,1624,243,2322,299,1058,207,1072,210,818,191,332,105
620L200US25203,25203,"First Worcester District (2010), Massachusetts",16005,340,426,116,400,136,241,84,532,158,403,130,402,147,471,102,477,138,636,168,1103,192,1709,278,2470,270,2327,259,1872,237,1464,216,1072,184
620L200US25204,25204,"Second Worcester District (2010), Massachusetts",15259,443,903,186,987,217,789,205,651,167,677,178,950,208,772,181,513,169,553,153,1155,208,1807,257,2509,263,1235,187,1007,207,474,125,277,95
620L200US25205,25205,"Third Worcester District (2010), Massachusetts",14615,532,1642,297,869,195,1037,191,854,204,821,176,551,146,594,197,656,178,616,147,1019,221,1735,262,1825,248,1304,233,516,171,364,132,212,80
620L200US25206,25206,"Fourth Worcester District (2010), Massachusetts",16191,422,1100,271,952,212,661,175,1032,256,771,179,752,209,689,184,699,201,621,183,1387,293,1480,248,2609,336,1392,177,1070,232,589,157,387,120
620L200US25207,25207,"Fifth Worcester District (2010), Massachusetts",15802,452,779,180,917,199,699,182,636,153,631,141,656,146,395,122,596,110,772,237,1389,224,2022,242,2637,273,1679,199,801,166,691,148,502,142
620L200US25208,25208,"Sixth Worcester District (2010), Massachusetts",15627,381,768,170,748,164,798,162,741,187,525,153,775,197,597,141,612,153,668,179,1259,232,1864,228,2580,313,1588,218,976,182,738,145,390,108
620L200US25209,25209,"Seventh Worcester District (2010), Massachusetts",15328,370,473,150,723,147,359,124,851,209,497,137,703,183,736,201,490,139,483,154,1038,241,1634,270,2829,318,1991,227,1006,171,946,160,569,131
620L200US25210,25210,"Eighth Worcester District (2010), Massachusetts",16877,474,1023,249,1044,245,712,163,692,197,884,202,577,162,440,141,720,200,757,202,1512,274,2004,287,2599,262,1654,273,1121,232,755,184,383,123
620L200US25211,25211,"Ninth Worcester District (2010), Massachusetts",16704,353,341,117,677,149,584,149,510,154,366,112,462,150,464,147,616,183,656,162,1238,232,1280,206,2193,282,2013,283,1656,240,1852,234,1796,239
620L200US25212,25212,"Tenth Worcester District (2010), Massachusetts",14437,385,451,156,675,146,306,112,438,139,832,214,540,164,553,149,548,146,524,173,963,219,1226,230,2197,345,1816,261,1090,189,1197,221,1081,202
620L200US25213,25213,"Eleventh Worcester District (2010), Massachusetts",15477,357,306,100,340,108,493,161,487,164,302,123,487,142,540,179,514,123,598,146,930,200,1442,256,2510,303,1884,332,1433,277,1803,227,1408,211
620L200US25214,25214,"Twelfth Worcester District (2010), Massachusetts",15408,349,706,173,375,105,642,195,494,153,526,146,533,141,637,168,506,158,335,125,892,184,1550,238,2106,257,1854,250,1601,218,1296,223,1355,184
620L200US25215,25215,"Thirteenth Worcester District (2010), Massachusetts",15268,495,1086,251,583,147,652,188,830,208,369,132,448,146,608,181,663,171,436,125,1233,242,1613,236,2197,289,1526,245,1069,177,1011,183,944,216
620L200US25216,25216,"Fourteenth Worcester District (2010), Massachusetts",16416,497,1399,314,1171,273,662,177,808,227,870,190,958,253,816,212,743,167,754,185,1143,281,1914,338,2041,295,1265,224,869,157,597,169,406,112
620L200US25217,25217,"Fifteenth Worcester District (2010), Massachusetts",16482,582,2863,421,1551,346,1126,271,1046,222,918,251,1007,238,914,225,872,185,542,163,1029,258,1164,244,1626,272,825,207,535,176,280,161,184,111
620L200US25218,25218,"Sixteenth Worcester District (2010), Massachusetts",15797,507,1331,237,1363,277,743,201,930,213,588,162,1226,266,790,231,821,226,495,177,1542,316,1692,328,1922,295,872,215,710,213,599,209,173,99
620L200US25219,25219,"Seventeenth Worcester District (2010), Massachusetts",14285,417,1422,244,853,176,792,154,885,231,619,143,722,178,384,123,776,196,583,141,1131,227,1793,312,1667,216,1155,230,791,221,484,147,228,94
